Gemeinde,Kanton,Bezirk,Anhänger_Anderer,Anhänger_Benzin,Anhänger_Benzin-elektrisch: Normal-Hybrid,Anhänger_Benzin-elektrisch: Plug-in-Hybrid,Anhänger_Diesel,Anhänger_Diesel-elektrisch: Normal-Hybrid,Anhänger_Diesel-elektrisch: Plug-in-Hybrid,Anhänger_Elektrisch,Anhänger_Gas (mono- und bivalent),Anhänger_Ohne Motor,Anhänger_Wasserstoff,Industriefahrzeuge_Anderer,Industriefahrzeuge_Benzin,Industriefahrzeuge_Benzin-elektrisch: Normal-Hybrid,Industriefahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Diesel,Industriefahrzeuge_Diesel-elektrisch: Normal-Hybrid,Industriefahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Elektrisch,Industriefahrzeuge_Gas (mono- und bivalent),Industriefahrzeuge_Ohne Motor,Industriefahrzeuge_Wasserstoff,Landwirtschaftsfahrzeuge_Anderer,Landwirtschaftsfahrzeuge_Benzin,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Diesel,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Elektrisch,Landwirtschaftsfahrzeuge_Gas (mono- und bivalent),Landwirtschaftsfahrzeuge_Ohne Motor,Landwirtschaftsfahrzeuge_Wasserstoff,Motorräder_Anderer,Motorräder_Benzin,Motorräder_Benzin-elektrisch: Normal-Hybrid,Motorräder_Benzin-elektrisch: Plug-in-Hybrid,Motorräder_Diesel,Motorräder_Diesel-elektrisch: Normal-Hybrid,Motorräder_Diesel-elektrisch: Plug-in-Hybrid,Motorräder_Elektrisch,Motorräder_Gas (mono- und bivalent),Motorräder_Ohne Motor,Motorräder_Wasserstoff,Personentransportfahrzeuge_Anderer,Personentransportfahrzeuge_Benzin,Personentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Diesel,Personentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Elektrisch,Personentransportfahrzeuge_Gas (mono- und bivalent),Personentransportfahrzeuge_Ohne Motor,Personentransportfahrzeuge_Wasserstoff,Personenwagen_Anderer,Personenwagen_Benzin,Personenwagen_Benzin-elektrisch: Normal-Hybrid,Personenwagen_Benzin-elektrisch: Plug-in-Hybrid,Personenwagen_Diesel,Personenwagen_Diesel-elektrisch: Normal-Hybrid,Personenwagen_Diesel-elektrisch: Plug-in-Hybrid,Personenwagen_Elektrisch,Personenwagen_Gas (mono- und bivalent),Personenwagen_Ohne Motor,Personenwagen_Wasserstoff,Sachentransportfahrzeuge_Anderer,Sachentransportfahrzeuge_Benzin,Sachentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Diesel,Sachentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Elektrisch,Sachentransportfahrzeuge_Gas (mono- und bivalent),Sachentransportfahrzeuge_Ohne Motor,Sachentransportfahrzeuge_Wasserstoff
Bioggio,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004138449962377728,0.0,0.0,0.0,0.0,0.0,0.0003762227238525207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006395786305492852,0.0,0.0,0.0,0.0,0.0,0.0007524454477050414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003762227238525207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06997742663656885,0.003386004514672686,0.0007524454477050414,0.02633559066967645,0.0003762227238525207,0.0,0.006395786305492852,0.0,0.0,0.0,0.0,0.011286681715575621,0.0,0.0,0.01580135440180587,0.0,0.0,0.0003762227238525207,0.0,0.0,0.0
Bissone,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014238773274917854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038335158817086525,0.0032858707557502738,0.001095290251916758,0.012048192771084338,0.002190580503833516,0.0,0.002190580503833516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002190580503833516,0.0,0.0,0.0,0.0,0.0,0.0
Brusino Arsizio,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004357298474945534,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032679738562091505,0.004357298474945534,0.0,0.013071895424836602,0.002178649237472767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.0,0.0,0.0
Cademario,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001288659793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03608247422680412,0.003865979381443299,0.0,0.010309278350515464,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003865979381443299,0.0,0.0,0.0,0.0,0.0,0.0
Cadempino,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006510416666666666,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006510416666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044270833333333336,0.005859375,0.0,0.012369791666666666,0.0013020833333333333,0.0,0.0032552083333333335,0.0,0.0,0.0,0.0,0.0032552083333333335,0.0,0.0,0.0006510416666666666,0.0,0.0,0.0,0.0,0.0,0.0
Canobbio,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004317789291882556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008203799654576857,0.0,0.0,0.0,0.0,0.0,0.0004317789291882556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004317789291882556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04145077720207254,0.0038860103626943004,0.0004317789291882556,0.01079447322970639,0.0008635578583765112,0.0,0.0004317789291882556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038860103626943004,0.0,0.0,0.0,0.0,0.0,0.0
Caslano,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023234200743494423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023234200743494423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00929368029739777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023234200743494423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02300185873605948,0.0016263940520446097,0.0006970260223048327,0.005808550185873606,0.00046468401486988845,0.0,0.00046468401486988845,0.00023234200743494423,0.0,0.0,0.0,0.0,0.0,0.0,0.0018587360594795538,0.0,0.0,0.0,0.0,0.0,0.0
Comano,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004885197850512946,0.0,0.0,0.0,0.0,0.0,0.0004885197850512946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00537371763556424,0.0,0.0,0.0,0.0,0.0,0.0009770395701025891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004885197850512946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03175378602833415,0.0014655593551538837,0.0009770395701025891,0.010258915486077186,0.0019540791402051783,0.0,0.002442598925256473,0.0004885197850512946,0.0,0.0,0.0,0.0014655593551538837,0.0,0.0,0.0014655593551538837,0.0,0.0,0.0,0.0,0.0,0.0
Cureglia,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007032348804500703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011954992967651195,0.0,0.0,0.0,0.0,0.0,0.0007032348804500703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007032348804500703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656821378340366,0.0028129395218002813,0.0,0.011251758087201125,0.0014064697609001407,0.0,0.0007032348804500703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014064697609001407,0.0,0.0,0.0,0.0,0.0,0.0
Curio,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02831858407079646,0.0,0.0,0.007079646017699115,0.0,0.0,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0
Grancia,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021598272138228943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019438444924406047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07127429805615551,0.0021598272138228943,0.004319654427645789,0.017278617710583154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004319654427645789,0.0,0.0,0.0,0.0,0.0,0.0
Gravesano,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02690909090909091,0.0036363636363636364,0.0007272727272727272,0.013818181818181818,0.0,0.0,0.0036363636363636364,0.0007272727272727272,0.0,0.0,0.0,0.0007272727272727272,0.0,0.0,0.002909090909090909,0.0,0.0,0.0,0.0,0.0,0.0
Lamone,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017371163867979154,0.0,0.0,0.0,0.0,0.0,0.0005790387955993051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008685581933989578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005790387955993051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05211349160393746,0.0023161551823972205,0.0005790387955993051,0.0225825130283729,0.0023161551823972205,0.0,0.0017371163867979154,0.0,0.0,0.0,0.0,0.0028951939779965257,0.0,0.0,0.010422698320787493,0.0,0.0,0.0,0.0,0.0,0.0
Lugano,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007985307035055498,0.0,0.0,1.5970614070110995e-05,0.0,0.0,0.0003034416673321089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7911842210332984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007570071069232612,0.0,0.0,0.0,0.0,0.0,0.00022358859698155394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003194122814022199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04085283079134393,0.004663419308472411,0.0009582368442066598,0.013271580292262237,0.0013734728100295455,0.0,0.0017567675477122096,0.00017567675477122096,0.0,0.0,0.0,0.0008783837738561048,0.0,0.0,0.005158508344645852,0.0,0.0,4.7911842210332984e-05,1.5970614070110995e-05,0.0,0.0
Magliaso,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018438844499078057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006146281499692685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003073140749846343,0.0,0.0,0.0,0.0,0.0,0.0006146281499692685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032575291948371235,0.004917025199754148,0.0006146281499692685,0.012292562999385371,0.0,0.0,0.003073140749846343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018438844499078057,0.0,0.0,0.0,0.0,0.0,0.0
Manno,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015325670498084292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007662835249042146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019157088122605363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04367816091954023,0.006130268199233717,0.0,0.03295019157088123,0.0015325670498084292,0.0,0.0022988505747126436,0.0,0.0,0.0,0.0,0.0038314176245210726,0.0,0.0,0.012260536398467433,0.0,0.0,0.0,0.0,0.0,0.0
Massagno,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005688282138794084,0.0,0.0,0.0,0.0,0.0,0.00016252234682268812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016252234682268812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02502844141069397,0.002762879895985698,0.0,0.008126117341134406,0.00048756704046806434,0.0,0.0009751340809361287,0.00032504469364537625,0.0,0.0,0.0,0.0006500893872907525,0.0,0.0,0.0032504469364537623,0.0,0.0,0.0,0.0,0.0,0.0
Melide,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005537098560354374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0011074197120708748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005537098560354374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031007751937984496,0.005537098560354375,0.0005537098560354374,0.012181616832779624,0.0005537098560354374,0.0,0.0022148394241417496,0.0,0.0,0.0,0.0,0.0011074197120708748,0.0,0.0,0.0022148394241417496,0.0,0.0,0.0,0.0,0.0,0.0
Mezzovico-Vira,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007988380537400145,0.0,0.0,0.0,0.0,0.0,0.005809731299927378,0.0,0.0,0.002178649237472767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014524328249818446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04502541757443718,0.008714596949891068,0.0007262164124909223,0.03340595497458242,0.002904865649963689,0.0,0.0007262164124909223,0.0007262164124909223,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.029048656499636893,0.0,0.0,0.0,0.0,0.0,0.0
Bassersdorf,Zï¿½rich,Bezirk Bï¿½lach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012686062246278756,0.0,0.0,8.457374830852504e-05,0.0,0.0,0.0009303112313937754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002537212449255751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004397834912043302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011840324763193505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019959404600811907,0.0019451962110960757,0.0004228687415426252,0.007357916102841678,0.0005920162381596753,0.0,0.0020297699594046007,0.0,0.0,0.0,0.0,0.0005074424898511502,0.0,0.0,0.0027063599458728013,0.0,0.0,0.0,0.0,0.0,0.0
Miglieglia,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031545741324921135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00946372239747634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031545741324921135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022082018927444796,0.0031545741324921135,0.0,0.00946372239747634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morcote,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03776223776223776,0.004195804195804196,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002797202797202797,0.0,0.0,0.0,0.0,0.0,0.0
Muzzano,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04197530864197531,0.008641975308641974,0.003703703703703704,0.019753086419753086,0.0024691358024691358,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
Neggio,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0
Novaggio,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001201923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006009615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036057692307692304,0.003605769230769231,0.0,0.014423076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001201923076923077,0.0,0.0,0.0,0.0,0.0,0.0
Origlio,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.001349527665317139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030364372469635626,0.0033738191632928477,0.0020242914979757085,0.008097165991902834,0.0,0.0,0.0006747638326585695,0.0,0.0,0.0,0.0,0.0006747638326585695,0.0,0.0,0.0006747638326585695,0.0,0.0,0.0,0.0,0.0,0.0
Paradiso,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023239600278875203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006971880083662561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027190332326283987,0.0027887520334650244,0.0009295840111550081,0.010457820125493842,0.0018591680223100163,0.0,0.0030211480362537764,0.0,0.0,0.0,0.0,0.0006971880083662561,0.0,0.0,0.0011619800139437602,0.0,0.0,0.0,0.0,0.0,0.0
Ponte Capriasca,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005243838489774515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006292606187729418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001048767697954903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03513371788148925,0.002097535395909806,0.0,0.0068169900367068695,0.0,0.0,0.0005243838489774515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015731515469323545,0.0,0.0,0.0,0.0,0.0,0.0
Porza,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001310615989515072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009829619921363041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000655307994757536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043905635648754916,0.009174311926605505,0.002621231979030144,0.010484927916120577,0.000655307994757536,0.0,0.001965923984272608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000655307994757536,0.0,0.0,0.0,0.0,0.0,0.0
Pura,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008160237388724036,0.0,0.0,0.0,0.0,0.0,0.000741839762611276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000741839762611276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03338278931750742,0.001483679525222552,0.000741839762611276,0.0051928783382789315,0.0,0.0,0.000741839762611276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004451038575667656,0.0,0.0,0.0,0.0,0.0,0.0
Savosa,Ticino,Distretto di Lugano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.00045475216007276033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005457025920873124,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001364256480218281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035015916325602546,0.0031832651205093224,0.0,0.010459299681673489,0.0,0.0,0.0009095043201455207,0.0,0.0,0.0,0.0,0.0009095043201455207,0.0,0.0,0.002273760800363802,0.0,0.0,0.0,0.0,0.0,0.0
