Kanton,Bezirk,Gemeinde,Afrika,Asien,EFTA-Staaten,Lateinamerika und Karibik,Nordamerika,Ohne Angabe,Ozeanien,Staatenlos,Ã¯Â¿Â½briges Europa (Europa ohne EU und EFTA)
Basel-Landschaft,Bezirk Waldenburg,Titterten,4,5,0,1,0,0,0,0,2
Basel-Landschaft,Bezirk Waldenburg,Waldenburg,20,11,0,7,0,0,0,0,116
Basel-Stadt,Kanton Basel-Stadt,Basel,2446,5696,113,1670,1762,62,228,14,15018
Basel-Stadt,Kanton Basel-Stadt,Bettingen,6,5,1,2,5,0,2,0,24
Basel-Stadt,Kanton Basel-Stadt,Riehen,125,334,3,138,143,0,13,0,890
Bern / Berne,Arrondissement administratif Jura bernois,CorgÃ¯Â¿Â½mont,16,4,0,6,1,0,0,0,28
Bern / Berne,Arrondissement administratif Jura bernois,Cormoret,1,1,0,1,0,0,0,0,1
Bern / Berne,Arrondissement administratif Jura bernois,CortÃ¯Â¿Â½bert,11,8,0,4,0,0,0,0,8
Bern / Berne,Arrondissement administratif Jura bernois,Courtelary,37,3,0,4,0,0,0,0,17
Bern / Berne,Arrondissement administratif Jura bernois,La FerriÃ¯Â¿Â½re,0,1,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Mont-Tramelan,0,0,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Orvin,12,8,0,4,2,0,0,0,12
Bern / Berne,Arrondissement administratif Jura bernois,Renan (BE),8,4,0,5,1,0,0,0,4
Bern / Berne,Arrondissement administratif Jura bernois,Romont (BE),1,2,0,0,0,0,0,0,1
Bern / Berne,Arrondissement administratif Jura bernois,Saint-Imier,216,36,0,29,1,0,0,0,181
Bern / Berne,Arrondissement administratif Jura bernois,Sonceboz-Sombeval,24,20,0,4,2,0,0,0,7
Bern / Berne,Arrondissement administratif Jura bernois,Sonvilier,6,2,0,0,1,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Tramelan,68,78,0,23,0,6,1,0,42
Bern / Berne,Arrondissement administratif Jura bernois,Villeret,9,10,0,6,1,0,0,0,4
Bern / Berne,Arrondissement administratif Jura bernois,Sauge,20,10,0,1,1,0,0,0,12
Bern / Berne,Arrondissement administratif Jura bernois,PÃ¯Â¿Â½ry-La Heutte,45,8,0,6,0,0,0,0,38
Bern / Berne,Arrondissement administratif Jura bernois,Belprahon,1,0,0,0,0,0,0,0,1
Bern / Berne,Arrondissement administratif Jura bernois,Champoz,0,1,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Corcelles (BE),1,0,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Court,2,3,1,5,1,0,0,0,11
Bern / Berne,Arrondissement administratif Jura bernois,CrÃ¯Â¿Â½mines,1,2,0,3,0,0,0,0,1
Bern / Berne,Arrondissement administratif Jura bernois,Eschert,3,3,0,1,0,0,0,0,1
Bern / Berne,Arrondissement administratif Jura bernois,Grandval,1,1,0,5,0,0,0,0,2
Bern / Berne,Arrondissement administratif Jura bernois,Loveresse,0,1,0,0,0,0,0,0,1
Bern / Berne,Arrondissement administratif Jura bernois,Moutier,226,90,0,55,6,8,1,0,226
Bern / Berne,Arrondissement administratif Jura bernois,Perrefitte,4,2,0,2,0,0,0,0,3
Bern / Berne,Arrondissement administratif Jura bernois,Reconvilier,64,71,0,8,0,1,0,0,30
Bern / Berne,Arrondissement administratif Jura bernois,Roches (BE),0,1,0,0,1,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Saicourt,0,0,0,0,1,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Saules (BE),0,0,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Schelten,0,0,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Seehof,0,0,0,2,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Sorvilier,2,0,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Tavannes,83,69,1,12,0,3,0,0,106
Bern / Berne,Arrondissement administratif Jura bernois,RebÃ¯Â¿Â½velier,0,0,0,0,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Petit-Val,0,0,0,1,0,0,0,0,0
Bern / Berne,Arrondissement administratif Jura bernois,Valbirse,61,39,0,13,5,1,0,0,64
Bern / Berne,Arrondissement administratif Jura bernois,La Neuveville,30,27,0,18,7,0,0,0,39
Bern / Berne,Arrondissement administratif Jura bernois,Nods,1,1,0,3,1,0,0,0,7
Bern / Berne,Arrondissement administratif Jura bernois,Plateau de Diesse,4,3,0,1,0,0,0,0,11
Bern / Berne,Verwaltungskreis Bern-Mittelland,Meikirch,18,15,1,3,2,0,0,0,5
Bern / Berne,Verwaltungskreis Bern-Mittelland,Bern,3071,4681,92,1237,422,72,63,6,5610
Bern / Berne,Verwaltungskreis Bern-Mittelland,Bolligen,58,102,2,27,19,0,0,1,65
Bern / Berne,Verwaltungskreis Bern-Mittelland,Bremgarten bei Bern,4,61,1,15,6,0,1,0,39
Bern / Berne,Verwaltungskreis Bern-Mittelland,Kirchlindach,22,38,0,5,7,2,1,0,24
Bern / Berne,Verwaltungskreis Bern-Mittelland,KÃ¯Â¿Â½niz,807,1469,16,221,56,34,7,0,1212
Bern / Berne,Verwaltungskreis Bern-Mittelland,Muri bei Bern,211,505,7,101,49,11,12,0,295
Bern / Berne,Verwaltungskreis Bern-Mittelland,Oberbalm,8,1,0,2,0,0,0,0,1
Bern / Berne,Verwaltungskreis Bern-Mittelland,Stettlen,29,79,0,7,7,4,1,3,78
Bern / Berne,Verwaltungskreis Bern-Mittelland,Vechigen,21,48,1,8,9,1,0,0,70
Bern / Berne,Verwaltungskreis Bern-Mittelland,Wohlen bei Bern,101,152,12,35,14,4,5,0,214
Bern / Berne,Verwaltungskreis Bern-Mittelland,Zollikofen,254,425,6,54,4,5,0,0,676
Bern / Berne,Verwaltungskreis Bern-Mittelland,Ittigen,400,480,3,91,18,6,3,0,673
Bern / Berne,Verwaltungskreis Bern-Mittelland,Ostermundigen,490,914,2,183,20,18,2,17,1056
Bern / Berne,Verwaltungskreis Bern-Mittelland,BÃ¯Â¿Â½riswil,1,4,0,4,0,0,0,0,3
Bern / Berne,Verwaltungskreis Bern-Mittelland,Deisswil bei MÃ¯Â¿Â½nchenbuchsee,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Diemerswil,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Fraubrunnen,7,54,0,11,2,2,1,0,62
Bern / Berne,Verwaltungskreis Bern-Mittelland,Jegenstorf,41,83,1,7,5,0,0,0,101
Bern / Berne,Verwaltungskreis Bern-Mittelland,Iffwil,0,5,0,1,1,0,0,0,4
Bern / Berne,Verwaltungskreis Bern-Mittelland,Mattstetten,0,0,1,0,0,0,1,0,1
Bern / Berne,Verwaltungskreis Bern-Mittelland,Moosseedorf,112,113,1,12,2,1,1,0,236
Bern / Berne,Verwaltungskreis Bern-Mittelland,MÃ¯Â¿Â½nchenbuchsee,174,298,4,38,9,0,2,2,578
Bern / Berne,Verwaltungskreis Bern-Mittelland,Urtenen-SchÃ¯Â¿Â½nbÃ¯Â¿Â½hl,23,144,1,28,3,1,0,0,396
Bern / Berne,Verwaltungskreis Bern-Mittelland,Wiggiswil,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Zuzwil (BE),2,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Arni (BE),0,0,0,0,3,0,0,0,3
Bern / Berne,Verwaltungskreis Bern-Mittelland,Biglen,2,25,0,6,0,0,0,0,21
Bern / Berne,Verwaltungskreis Bern-Mittelland,Bowil,0,4,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Bern-Mittelland,Brenzikofen,0,0,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Bern-Mittelland,Freimettigen,2,0,0,5,0,0,0,0,2
Bern / Berne,Verwaltungskreis Bern-Mittelland,GrosshÃ¯Â¿Â½chstetten,20,52,0,4,0,0,0,0,48
Bern / Berne,Verwaltungskreis Bern-Mittelland,HÃ¯Â¿Â½utligen,0,0,0,0,0,0,1,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Herbligen,0,2,0,0,0,0,0,0,3
Bern / Berne,Verwaltungskreis Bern-Mittelland,Kiesen,6,14,0,0,0,0,0,0,10
Bern / Berne,Verwaltungskreis Bern-Mittelland,Konolfingen,20,109,3,24,6,4,0,0,114
Bern / Berne,Verwaltungskreis Bern-Mittelland,Landiswil,1,1,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Bern-Mittelland,Linden,0,4,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Mirchel,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,MÃ¯Â¿Â½nsingen,96,218,0,34,8,21,2,1,394
Bern / Berne,Verwaltungskreis Bern-Mittelland,NiederhÃ¯Â¿Â½nigen,0,1,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Oberdiessbach,10,50,0,2,3,0,0,0,69
Bern / Berne,Verwaltungskreis Bern-Mittelland,Oberthal,0,1,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Oppligen,0,2,1,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Bern-Mittelland,Rubigen,13,29,1,10,0,0,0,0,24
Bern / Berne,Verwaltungskreis Bern-Mittelland,Walkringen,4,27,0,1,1,0,0,0,10
Bern / Berne,Verwaltungskreis Bern-Mittelland,Worb,278,307,1,47,20,2,2,1,429
Bern / Berne,Verwaltungskreis Bern-Mittelland,ZÃ¯Â¿Â½ziwil,6,30,0,2,0,0,0,0,14
Bern / Berne,Verwaltungskreis Bern-Mittelland,OberhÃ¯Â¿Â½nigen,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Allmendingen,0,4,1,1,0,0,0,0,8
Bern / Berne,Verwaltungskreis Bern-Mittelland,Wichtrach,16,38,1,9,3,0,0,0,41
Bern / Berne,Verwaltungskreis Bern-Mittelland,Ferenbalm,4,2,0,1,1,0,0,0,24
Bern / Berne,Verwaltungskreis Bern-Mittelland,Frauenkappelen,5,15,1,6,1,0,0,0,19
Bern / Berne,Verwaltungskreis Bern-Mittelland,GurbrÃ¯Â¿Â½,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Kriechenwil,1,2,1,1,0,0,0,0,1
Bern / Berne,Verwaltungskreis Bern-Mittelland,Laupen,30,60,0,3,1,0,0,0,95
Bern / Berne,Verwaltungskreis Bern-Mittelland,MÃ¯Â¿Â½hleberg,14,40,0,5,1,1,0,0,32
Bern / Berne,Verwaltungskreis Bern-Mittelland,MÃ¯Â¿Â½nchenwiler,2,4,0,3,0,0,0,0,10
Bern / Berne,Verwaltungskreis Bern-Mittelland,Neuenegg,46,169,0,17,0,0,0,1,141
Bern / Berne,Verwaltungskreis Bern-Mittelland,Wileroltigen,1,1,0,1,0,0,0,0,15
Bern / Berne,Verwaltungskreis Bern-Mittelland,Guggisberg,0,9,0,0,1,0,0,0,2
Bern / Berne,Verwaltungskreis Bern-Mittelland,RÃ¯Â¿Â½schegg,1,4,0,0,2,0,0,0,4
Bern / Berne,Verwaltungskreis Bern-Mittelland,Schwarzenburg,14,78,0,12,2,0,0,0,36
Bern / Berne,Verwaltungskreis Bern-Mittelland,Belp,176,305,2,22,10,10,1,1,352
Bern / Berne,Verwaltungskreis Bern-Mittelland,Gerzensee,0,2,0,0,1,0,0,0,6
Bern / Berne,Verwaltungskreis Bern-Mittelland,Jaberg,0,0,0,0,1,0,0,0,0
Bern / Berne,Verwaltungskreis Bern-Mittelland,Kaufdorf,5,2,1,2,1,0,0,0,19
Bern / Berne,Verwaltungskreis Bern-Mittelland,Kehrsatz,302,168,1,27,11,3,5,0,257
Bern / Berne,Verwaltungskreis Bern-Mittelland,Kirchdorf (BE),5,5,0,2,0,0,0,0,2
Bern / Berne,Verwaltungskreis Bern-Mittelland,Niedermuhlern,0,1,0,1,1,0,0,0,8
Bern / Berne,Verwaltungskreis Bern-Mittelland,Riggisberg,34,30,1,2,1,0,0,1,10
Bern / Berne,Verwaltungskreis Bern-Mittelland,RÃ¯Â¿Â½eggisberg,1,9,0,0,1,0,0,0,4
Bern / Berne,Verwaltungskreis Bern-Mittelland,Toffen,16,29,0,5,2,0,0,0,52
Bern / Berne,Verwaltungskreis Bern-Mittelland,Wald (BE),2,12,0,2,0,0,0,0,1
Bern / Berne,Verwaltungskreis Bern-Mittelland,Thurnen,6,27,0,6,1,0,1,0,8
Bern / Berne,Verwaltungskreis Biel/Bienne,Biel/Bienne,3228,1686,9,623,75,39,19,14,3551
Bern / Berne,Verwaltungskreis Biel/Bienne,Evilard,15,20,1,13,10,0,0,0,15
Bern / Berne,Verwaltungskreis Biel/Bienne,Lengnau (BE),107,214,1,20,5,8,0,0,435
Bern / Berne,Verwaltungskreis Biel/Bienne,Meinisberg,11,4,0,8,0,0,0,0,30
Bern / Berne,Verwaltungskreis Biel/Bienne,Pieterlen,155,122,0,22,0,0,0,0,355
Bern / Berne,Verwaltungskreis Biel/Bienne,Aegerten,25,34,1,7,2,0,0,0,121
Bern / Berne,Verwaltungskreis Biel/Bienne,Bellmund,5,7,0,2,2,0,0,0,16
Bern / Berne,Verwaltungskreis Biel/Bienne,BrÃ¯Â¿Â½gg,275,132,0,20,2,4,0,1,228
Bern / Berne,Verwaltungskreis Biel/Bienne,Ipsach,36,52,0,28,1,0,0,2,74
Bern / Berne,Verwaltungskreis Biel/Bienne,Ligerz,2,0,1,3,0,0,0,0,5
Bern / Berne,Verwaltungskreis Biel/Bienne,MÃ¯Â¿Â½rigen,2,1,0,2,2,0,1,0,2
Bern / Berne,Verwaltungskreis Biel/Bienne,Nidau,380,245,4,50,4,1,0,1,366
Bern / Berne,Verwaltungskreis Biel/Bienne,Orpund,61,64,1,14,0,0,0,0,135
Bern / Berne,Verwaltungskreis Biel/Bienne,Port,19,29,2,21,3,0,3,0,86
Bern / Berne,Verwaltungskreis Biel/Bienne,Safnern,7,8,0,4,0,0,0,0,6
Bern / Berne,Verwaltungskreis Biel/Bienne,Scheuren,0,3,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Biel/Bienne,Schwadernau,2,10,0,1,0,0,0,0,7
Bern / Berne,Verwaltungskreis Biel/Bienne,Sutz-Lattrigen,12,10,0,3,3,1,0,0,14
Bern / Berne,Verwaltungskreis Biel/Bienne,Twann-TÃ¯Â¿Â½scherz,6,8,0,6,1,0,0,0,23
Bern / Berne,Verwaltungskreis Emmental,Aefligen,6,17,0,5,0,1,0,0,13
Bern / Berne,Verwaltungskreis Emmental,Alchenstorf,0,1,0,1,1,0,0,0,2
Bern / Berne,Verwaltungskreis Emmental,Burgdorf,286,370,2,57,1,10,0,3,826
Bern / Berne,Verwaltungskreis Emmental,Ersigen,0,7,0,4,1,0,0,0,4
Bern / Berne,Verwaltungskreis Emmental,Hasle bei Burgdorf,34,67,1,1,1,0,0,0,44
Bern / Berne,Verwaltungskreis Emmental,Heimiswil,0,1,0,4,0,0,0,0,5
Bern / Berne,Verwaltungskreis Emmental,Hellsau,0,0,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Emmental,Hindelbank,39,29,0,10,1,0,1,0,66
Bern / Berne,Verwaltungskreis Emmental,HÃ¯Â¿Â½chstetten,0,0,0,0,0,0,0,0,7
Bern / Berne,Verwaltungskreis Emmental,Kernenried,0,0,0,0,0,0,0,0,10
Bern / Berne,Verwaltungskreis Emmental,Kirchberg (BE),29,70,1,20,3,0,0,0,302
Bern / Berne,Verwaltungskreis Emmental,Koppigen,3,15,0,1,1,0,0,0,33
Bern / Berne,Verwaltungskreis Emmental,Krauchthal,2,14,0,1,2,0,1,0,14
Bern / Berne,Verwaltungskreis Emmental,Lyssach,12,24,1,4,0,0,0,0,36
Bern / Berne,Verwaltungskreis Emmental,Oberburg,93,97,0,8,1,0,0,0,169
Bern / Berne,Verwaltungskreis Emmental,RÃ¯Â¿Â½dtligen-AlchenflÃ¯Â¿Â½h,21,90,0,5,0,0,1,0,292
Bern / Berne,Verwaltungskreis Emmental,Rumendingen,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Emmental,RÃ¯Â¿Â½ti bei Lyssach,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Emmental,Willadingen,1,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Emmental,Wynigen,1,7,0,1,0,0,0,0,4
Bern / Berne,Verwaltungskreis Emmental,BÃ¯Â¿Â½tterkinden,8,30,1,8,2,0,0,0,32
Bern / Berne,Verwaltungskreis Emmental,Utzenstorf,12,44,0,8,1,0,0,1,81
Bern / Berne,Verwaltungskreis Emmental,Wiler bei Utzenstorf,3,25,0,2,1,0,0,0,3
Bern / Berne,Verwaltungskreis Emmental,Zielebach,0,5,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Emmental,Eggiwil,0,5,0,1,0,0,0,0,6
Bern / Berne,Verwaltungskreis Emmental,Langnau im Emmental,76,195,1,16,15,8,5,0,144
Bern / Berne,Verwaltungskreis Emmental,Lauperswil,4,19,0,6,0,0,0,0,11
Bern / Berne,Verwaltungskreis Emmental,RÃ¯Â¿Â½thenbach im Emmental,0,0,0,6,0,0,0,0,2
Bern / Berne,Verwaltungskreis Emmental,RÃ¯Â¿Â½derswil,4,8,0,4,0,0,0,0,11
Bern / Berne,Verwaltungskreis Emmental,Schangnau,1,3,0,1,0,0,0,0,7
Bern / Berne,Verwaltungskreis Emmental,Signau,11,8,0,2,0,0,0,0,40
Bern / Berne,Verwaltungskreis Emmental,Trub,0,0,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Emmental,Trubschachen,9,56,0,1,0,0,0,0,8
Bern / Berne,Verwaltungskreis Emmental,Affoltern im Emmental,0,4,0,1,0,0,0,0,0
Bern / Berne,Verwaltungskreis Emmental,DÃ¯Â¿Â½rrenroth,0,2,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Emmental,LÃ¯Â¿Â½tzelflÃ¯Â¿Â½h,16,45,0,7,3,0,1,0,39
Bern / Berne,Verwaltungskreis Emmental,RÃ¯Â¿Â½egsau,5,31,0,2,2,0,0,0,32
Bern / Berne,Verwaltungskreis Emmental,Sumiswald,29,66,0,6,0,0,0,0,88
Bern / Berne,Verwaltungskreis Emmental,Trachselwald,0,1,1,1,0,0,0,0,1
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Adelboden,2,9,0,0,3,0,0,0,17
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Aeschi bei Spiez,5,8,0,2,1,0,0,0,12
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Frutigen,47,70,0,4,2,0,0,0,83
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Kandergrund,1,3,0,0,0,0,0,0,20
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Kandersteg,4,3,1,4,3,0,0,0,18
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Krattigen,1,11,0,2,1,0,0,0,7
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Reichenbach im Kandertal,7,10,0,2,3,0,1,0,17
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,DÃ¯Â¿Â½rstetten,0,7,0,1,0,0,0,0,1
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Diemtigen,1,3,0,0,1,0,0,0,12
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Erlenbach im Simmental,8,9,0,3,0,0,1,0,9
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Oberwil im Simmental,0,0,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Spiez,63,233,1,29,12,10,0,0,198
Bern / Berne,Verwaltungskreis Frutigen-Niedersimmental,Wimmis,15,36,0,3,1,1,0,0,17
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Beatenberg,5,9,0,2,1,0,0,0,9
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,BÃ¯Â¿Â½nigen,10,23,1,4,5,0,3,0,33
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Brienz (BE),25,31,0,3,1,0,0,0,56
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Brienzwiler,1,1,0,0,1,0,0,0,5
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,DÃ¯Â¿Â½rligen,3,0,0,3,1,0,0,0,5
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Grindelwald,5,36,0,4,8,0,1,0,38
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Gsteigwiler,0,2,0,1,0,0,0,0,3
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,GÃ¯Â¿Â½ndlischwand,0,1,0,1,0,0,0,0,5
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Habkern,0,1,0,1,1,0,0,0,8
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Hofstetten bei Brienz,3,3,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Interlaken,71,355,2,35,14,3,2,0,225
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Iseltwald,0,6,0,1,0,0,0,0,4
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Lauterbrunnen,6,17,0,3,9,0,6,0,83
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Leissigen,1,20,0,0,0,2,0,0,9
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,LÃ¯Â¿Â½tschental,0,1,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Matten bei Interlaken,18,119,1,14,3,0,2,0,116
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Niederried bei Interlaken,0,8,0,0,1,0,0,0,7
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Oberried am Brienzersee,1,5,1,6,0,0,0,0,1
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Ringgenberg (BE),6,38,1,3,2,0,1,0,34
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Saxeten,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Schwanden bei Brienz,1,2,0,4,2,0,0,0,1
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Unterseen,23,130,1,15,5,11,7,0,132
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Wilderswil,11,48,0,1,6,1,5,0,50
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Guttannen,0,0,0,0,0,0,1,0,0
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Hasliberg,0,10,0,2,18,0,0,0,7
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Innertkirchen,0,2,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Meiringen,11,33,1,4,0,0,1,0,54
Bern / Berne,Verwaltungskreis Interlaken-Oberhasli,Schattenhalb,0,8,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Aarwangen,30,77,0,9,3,1,0,0,248
Bern / Berne,Verwaltungskreis Oberaargau,Auswil,0,1,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Bannwil,0,3,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Bleienbach,2,5,0,1,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Busswil bei Melchnau,0,0,0,1,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Gondiswil,0,1,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Langenthal,217,637,1,59,8,15,1,0,1245
Bern / Berne,Verwaltungskreis Oberaargau,Lotzwil,31,48,0,3,4,0,1,0,113
Bern / Berne,Verwaltungskreis Oberaargau,Madiswil,3,20,0,5,0,0,0,0,14
Bern / Berne,Verwaltungskreis Oberaargau,Melchnau,18,26,0,3,1,1,0,0,45
Bern / Berne,Verwaltungskreis Oberaargau,Oeschenbach,0,1,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Reisiswil,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Roggwil (BE),18,58,1,13,2,1,0,0,160
Bern / Berne,Verwaltungskreis Oberaargau,Rohrbach,3,10,0,6,0,0,0,0,13
Bern / Berne,Verwaltungskreis Oberaargau,Rohrbachgraben,0,0,0,0,0,0,0,0,3
Bern / Berne,Verwaltungskreis Oberaargau,RÃ¯Â¿Â½tschelen,0,2,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Oberaargau,SchwarzhÃ¯Â¿Â½usern,1,2,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Thunstetten,13,117,1,1,3,1,1,0,221
Bern / Berne,Verwaltungskreis Oberaargau,Ursenbach,0,2,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Wynau,2,15,1,2,2,0,0,0,148
Bern / Berne,Verwaltungskreis Oberaargau,Eriswil,7,6,0,0,0,0,0,0,16
Bern / Berne,Verwaltungskreis Oberaargau,Huttwil,66,137,3,12,2,1,0,0,123
Bern / Berne,Verwaltungskreis Oberaargau,Walterswil (BE),0,0,0,0,0,0,0,0,1
Bern / Berne,Verwaltungskreis Oberaargau,Wyssachen,0,1,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Attiswil,2,7,1,5,0,0,0,0,18
Bern / Berne,Verwaltungskreis Oberaargau,Berken,0,0,0,1,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Bettenhausen,0,2,1,0,0,0,0,0,4
Bern / Berne,Verwaltungskreis Oberaargau,Farnern,0,0,0,0,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Graben,0,1,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Heimenhausen,2,6,0,1,0,1,1,0,6
Bern / Berne,Verwaltungskreis Oberaargau,Herzogenbuchsee,94,166,1,17,1,0,1,0,531
Bern / Berne,Verwaltungskreis Oberaargau,Inkwil,0,0,0,3,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Niederbipp,15,49,0,27,2,0,1,0,346
Bern / Berne,Verwaltungskreis Oberaargau,NiederÃ¯Â¿Â½nz,7,8,0,1,3,0,0,0,43
Bern / Berne,Verwaltungskreis Oberaargau,Oberbipp,1,3,1,1,0,0,0,0,67
Bern / Berne,Verwaltungskreis Oberaargau,Ochlenberg,0,0,0,1,0,0,2,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Rumisberg,0,2,0,1,2,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Seeberg,3,2,1,1,1,0,0,0,8
Bern / Berne,Verwaltungskreis Oberaargau,ThÃ¯Â¿Â½rigen,3,8,0,2,0,3,0,0,13
Bern / Berne,Verwaltungskreis Oberaargau,Walliswil bei Niederbipp,0,0,0,3,0,0,0,0,0
Bern / Berne,Verwaltungskreis Oberaargau,Walliswil bei Wangen,1,1,0,0,0,0,0,0,2
Bern / Berne,Verwaltungskreis Oberaargau,Wangen an der Aare,5,39,0,6,4,1,0,0,115
Bern / Berne,Verwaltungskreis Oberaargau,Wangenried,4,0,0,0,0,0,2,0,0
