"Abstimmungs_Datum","Nr_Politische_Ebene","Name_Politische_Ebene","Abstimmungs_Text","Nr_Resultat_Gebiet","Name_Resultat_Gebiet","Nr_Wahlkreis_StZH","Name_Wahlkreis_StZH","Stimmberechtigt","Ja","Nein","Stimmbeteiligung (%)","Ja (%)","Nein (%)","StaendeJa","StaendeNein"
"2015-06-14",2,"Kanton Zürich","Kantonale Volksinitiative: Keine Härtefallkommission für abgewiesene Asylsuchende und Personen mit ungeregeltem Aufenthaltsstatus",3,"Stadt Zürich",8,"Kreis 10",23126.0,2699,8225,48.76,24.7,75.3,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",9,"Kreis 11",35777.0,4441,7361,36.02,37.6,62.4,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",5,"Kreis 6",18233.0,5963,2830,50.8,67.8,32.2,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",9,"Kreis 11",35777.0,5866,6936,37.2,45.8,54.2,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",10,"Kreis 12",14892.0,2004,2385,30.8,45.7,54.3,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich","","",223155.0,56640,33431,42.9,62.9,37.1,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",2,"Kreis 1+2",21966.0,5640,3694,45.1,60.4,39.6,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",3,"Kreis 3",27193.0,7364,3373,41.6,68.6,31.4,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",4,"Kreis 4+5",22939.0,6270,2203,38.9,74.0,26.0,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",6,"Kreis 7+8",30332.0,8893,6484,54.2,57.8,42.2,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",7,"Kreis 9",28697.0,4996,5625,38.5,47.0,53.0,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",7,"Kreis 9",28697.0,6008,4117,37.7,59.3,40.7,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",9,"Kreis 11",35777.0,7379,4981,36.7,59.7,40.3,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",10,"Kreis 12",14892.0,2360,1802,30.3,56.7,43.3,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich","","",223155.0,36718,46788,42.1,44.0,56.0,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",2,"Kreis 1+2",21966.0,3470,5227,44.6,39.9,60.1,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",3,"Kreis 3",27193.0,5316,4769,41.1,52.7,47.3,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",8,"Kreis 10",23126.0,5669,5458,49.5,50.9,49.1,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",6,"Kreis 7+8",30332.0,7049,8970,54.8,44.0,56.0,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",5,"Kreis 6",18233.0,3772,4589,50.3,45.1,54.9,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",7,"Kreis 9",28697.0,6899,4086,39.3,62.8,37.2,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",8,"Kreis 10",23126.0,3614,6379,47.25,36.2,63.8,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",2,"Kreis 1+2",21966.0,6305,3681,46.7,63.1,36.9,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",3,"Kreis 3",27193.0,8303,3001,42.6,73.5,26.5,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",4,"Kreis 4+5",22939.0,6867,1951,39.4,77.9,22.1,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",5,"Kreis 6",18233.0,6466,2788,52.0,69.9,30.1,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",6,"Kreis 7+8",30332.0,10039,6653,56.4,60.1,39.9,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",8,"Kreis 10",23126.0,7403,3898,50.2,65.5,34.5,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",5,"Kreis 6",18233.0,4960,4161,51.4,54.4,45.6,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",9,"Kreis 11",35777.0,8053,5177,38.0,60.9,39.1,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich",10,"Kreis 12",14892.0,2862,1693,31.5,62.8,37.2,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich","","",223155.0,47804,46036,43.5,50.9,49.1,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",2,"Kreis 1+2",21966.0,4606,5119,45.9,47.4,52.6,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",3,"Kreis 3",27193.0,6702,4509,42.4,59.8,40.2,"",""
"2015-06-14",3,"Stadt Zürich","A: «Volksinitiative für sichere und durchgängige Velorouten» (Velo-Initiative) ",3,"Stadt Zürich",4,"Kreis 4+5",22939.0,5952,2873,39.5,67.4,32.6,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",4,"Kreis 4+5",22939.0,4738,3405,38.5,58.2,41.8,"",""
"2015-06-14",3,"Stadt Zürich","B: Gegenvorschlag des Gemeinderats zur Velo-Initiative",3,"Stadt Zürich",8,"Kreis 10",23126.0,6763,3947,48.9,63.1,36.9,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",6,"Kreis 7+8",30332.0,5198,9025,53.4,36.5,63.5,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",2,"Kreis 1+2",21966.0,7364,2433,46.5,75.2,24.8,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",4,"Kreis 4+5",22939.0,6850,1741,39.1,79.7,20.3,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",5,"Kreis 6",18233.0,7206,1886,51.8,79.3,20.7,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",6,"Kreis 7+8",30332.0,12923,3450,56.1,78.9,21.1,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",7,"Kreis 9",28697.0,7209,3515,38.9,67.2,32.8,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",8,"Kreis 10",23126.0,8284,2796,49.9,74.8,25.2,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",7,"Kreis 9",28697.0,3906,5236,36.9,42.7,57.3,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",10,"Kreis 12",14892.0,2830,1615,31.3,63.7,36.3,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",2,"Kanton Zürich","","",880636.0,137606,201201,41.52,40.6,59.4,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich","","",223155.0,30292,53657,41.32,36.1,63.9,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",2,"Kreis 1+2",21966.0,3386,5392,43.7,38.6,61.4,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",3,"Kreis 3",27193.0,2961,6822,39.55,30.3,69.7,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",4,"Kreis 4+5",22939.0,2166,5320,36.4,28.9,71.1,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",5,"Kreis 6",18233.0,2771,5275,48.81,34.4,65.6,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",6,"Kreis 7+8",30332.0,6011,8322,52.13,41.9,58.1,"",""
"2015-06-14",2,"Kanton Zürich","Verfassung des Kantons Zürich (Änderung vom 8. September 2014; obligatorisches Referendum für Gebühren) (ABl 2014-09-19)",3,"Stadt Zürich",7,"Kreis 9",28697.0,3536,6095,36.69,36.7,63.3,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",3,"Kreis 3",27193.0,8338,2679,42.3,75.7,24.3,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich",9,"Kreis 11",35777.0,8714,4235,37.8,67.3,32.7,"",""
"2015-06-14",3,"Stadt Zürich","Neue kommunale Wohnsiedlung auf dem Areal Hornbach, Quartier Riesbach, mit Gewerbeflächen, Kinderbetreuungseinrichtungen und Werkhof, Objektkredit von 100,7 Millionen Franken",3,"Stadt Zürich","","",223155.0,63197,32928,44.2,65.7,34.3,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",4,"Kreis 4+5",22939.0,5590,2989,39.2,65.2,34.8,"",""
"2015-06-14",3,"Stadt Zürich","Kauf der Liegenschaft Florhofgasse 6 für die Musikschule Konservatorium Zürich und bauliche Sofortmassnahmen, Objektkredit von 33,6 Millionen Franken",3,"Stadt Zürich","","",223155.0,69718,24350,43.9,74.1,25.9,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",8,"Kreis 10",23126.0,4365,5552,47.9,44.0,56.0,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",9,"Kreis 11",35777.0,4384,6822,35.8,39.1,60.9,"",""
"2015-06-14",3,"Stadt Zürich","C. Stichfrage: Falls die Vorlagen A (""Velo-Initiative"") und B (Gegenvorschlag) angenommen werden: Welche Vorlage soll in Kraft treten? (""Ja""= Vorlage A).",3,"Stadt Zürich",10,"Kreis 12",14892.0,1569,2163,29.5,42.0,58.0,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich","","",223155.0,60022,34451,44.0,63.5,36.5,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",3,"Kreis 3",27193.0,7142,3927,42.4,64.5,35.5,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",2,"Kreis 1+2",21966.0,6194,3630,46.4,63.0,37.0,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",5,"Kreis 6",18233.0,6089,2979,51.6,67.1,32.9,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",6,"Kreis 7+8",30332.0,10843,5522,56.0,66.3,33.7,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",7,"Kreis 9",28697.0,6419,4406,39.0,59.3,40.7,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",8,"Kreis 10",23126.0,7197,3948,50.1,64.6,35.4,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",9,"Kreis 11",35777.0,7955,5137,37.9,60.8,39.2,"",""
"2015-06-14",3,"Stadt Zürich","«Zürich im Landesmuseum», permanente Ausstellung über Stadt und Kanton Zürich, Objektkredit von 1,76 Millionen Franken und jährlich wiederkehrende Betriebsbeiträge von 300'000 Franken für die Jahre 2016–2019 ",3,"Stadt Zürich",10,"Kreis 12",14892.0,2593,1913,31.4,57.5,42.5,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",8,"Kreis 10",23125.0,1671,8378,44.23,16.6,83.4,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",3,"Kreis 3",27242.0,1812,7862,36.34,18.7,81.3,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",9,"Kreis 11",35906.0,2906,9871,36.27,22.7,77.3,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",10,"Kreis 12",14727.0,1063,3306,30.25,24.3,75.7,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",1,"Eidgenossenschaft","","",5254965.0,175405,2010326,42.06,8.0,92.0,"","20 6/2"
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",2,"Kanton Zürich","","",901654.0,39793,326621,41.31,10.9,89.1,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich","","",245303.0,15052,75756,37.87,16.6,83.4,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",2,"Kreis 1+2",21935.0,1406,7341,40.9,16.1,83.9,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",10,"Kreis 12",14727.0,593,3743,30.08,13.7,86.3,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",4,"Kreis 4+5",22707.0,1738,5568,33.09,23.8,76.2,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",5,"Kreis 6",18277.0,1519,6310,43.92,19.4,80.6,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",6,"Kreis 7+8",30288.0,2142,11449,45.87,15.8,84.2,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",7,"Kreis 9",28606.0,1341,8740,36.07,13.3,86.7,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",8,"Kreis 10",23125.0,1664,8333,44.12,16.6,83.4,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative «Energie- statt Mehrwertsteuer»",3,"Stadt Zürich",9,"Kreis 11",35906.0,1889,10821,36.2,14.9,85.1,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",6,"Kreis 7+8",30288.0,2256,11397,45.94,16.5,83.5,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",7,"Kreis 9",28606.0,1963,8174,36.16,19.4,80.6,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",8,"Kreis 10",23125.0,8993,757,43.0,92.2,7.8,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",5,"Kreis 6",18277.0,1381,6485,43.94,17.6,82.4,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",7,"Kreis 9",28606.0,8779,1000,34.8,89.8,10.2,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",4,"Kreis 4+5",22707.0,1191,6204,33.29,16.1,83.9,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich","","",222813.0,75000,6845,37.5,91.6,8.4,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",2,"Kreis 1+2",21935.0,7737,681,39.2,91.9,8.1,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",3,"Kreis 3",27242.0,8673,701,35.1,92.5,7.5,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",5,"Kreis 6",18277.0,7132,508,42.8,93.4,6.6,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",6,"Kreis 7+8",30288.0,12194,961,44.4,92.7,7.3,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",4,"Kreis 4+5",22707.0,6589,497,32.0,93.0,7.0,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",3,"Kreis 3",27242.0,1759,7998,36.49,18.0,82.0,"",""
"2015-03-08",3,"Stadt Zürich","Kehrichtheizkraftwerk Hagenholz, Metallrückgewinnung aus Kehrichtschlacke, Anpassung der Anlagen für den Schlackeaustrag, Objektkredit von 38,9 Millionen Franken",3,"Stadt Zürich",10,"Kreis 12",14727.0,3725,536,29.5,87.4,12.6,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",1,"Eidgenossenschaft","","",5254965.0,537795,1650109,42.07,24.6,75.4,"","20 6/2"
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",2,"Kanton Zürich","","",901654.0,74963,292122,41.35,20.4,79.6,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich","","",245303.0,17234,74119,37.97,18.9,81.1,"",""
"2015-03-08",1,"Eidgenossenschaft","Volksinitiative vom 05.11.2012 «Familien stärken! Steuerfreie Kinder- und Ausbildungszulagen»",3,"Stadt Zürich",2,"Kreis 1+2",21935.0,1677,7130,41.02,19.0,81.0,"",""
