"Abstimmungs_Datum","Nr_Politische_Ebene","Name_Politische_Ebene","Abstimmungs_Text","Nr_Resultat_Gebiet","Name_Resultat_Gebiet","Nr_Wahlkreis_StZH","Name_Wahlkreis_StZH","Stimmberechtigt","Ja","Nein","Stimmbeteiligung (%)","Ja (%)","Nein (%)","StaendeJa","StaendeNein"
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)'",3,"Stadt Zürich",5,"Kreis 6",18114.0,5077,4996,57.2,50.4,49.6,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)'",3,"Stadt Zürich",15,"Kreis 7",22423.0,5259,7823,59.9,40.2,59.8,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)'",3,"Stadt Zürich",16,"Kreis 8",9455.0,2454,2496,54.1,49.6,50.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)'",3,"Stadt Zürich",7,"Kreis 9",26013.0,5066,7159,48.6,41.4,58.6,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)'",3,"Stadt Zürich",8,"Kreis 10",22645.0,5396,6717,55.1,44.5,55.5,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)'",3,"Stadt Zürich",10,"Kreis 12",14540.0,2478,3677,43.7,40.3,59.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",3,"Stadt Zürich",5,"Kreis 6",18114.0,5881,3970,56.3,59.7,40.3,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",1,"Eidgenossenschaft","","",4764888.0,955624,1341673,49.6,41.6,58.4,"2/2","20 4/2"
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",2,"Kanton Zürich","","",808057.0,182444,225734,51.9,44.7,55.3,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",3,"Stadt Zürich","","",216702.0,58378,47122,50.4,55.3,44.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",3,"Stadt Zürich",11,"Kreis 1",11281.0,2543,2287,44.3,52.7,47.3,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",3,"Stadt Zürich",12,"Kreis 2",18221.0,4854,4522,53.4,51.8,48.2,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",3,"Stadt Zürich",3,"Kreis 3",24775.0,7229,4339,48.4,62.5,37.5,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",3,"Stadt Zürich",13,"Kreis 4",12698.0,3503,1627,42.1,68.3,31.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)'",3,"Stadt Zürich",14,"Kreis 5",6257.0,2254,701,48.8,76.3,23.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)'",3,"Stadt Zürich",11,"Kreis 1",11281.0,2363,2543,44.6,48.2,51.8,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)'",3,"Stadt Zürich",3,"Kreis 3",24775.0,6278,5438,48.6,53.6,46.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)'",2,"Kanton Zürich","","",808057.0,175722,204504,52.3,46.2,53.8,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich","","",216702.0,78964,20581,50.2,79.3,20.7,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",16,"Kreis 8",9455.0,3572,1210,52.8,74.7,25.3,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",7,"Kreis 9",26013.0,7817,4093,48.0,65.6,34.4,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",8,"Kreis 10",22645.0,8217,3350,53.5,71.0,29.0,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",9,"Kreis 11",30280.0,8788,4974,46.8,63.9,36.1,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",2,"Kanton Zürich","","",793847.0,139717,246878,50.1,36.1,63.9,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich","","",210578.0,46762,53014,49.1,46.9,53.1,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",11,"Kreis 1",5157.0,925,1001,38.9,48.0,52.0,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",12,"Kreis 2",18221.0,3819,5233,51.7,42.2,57.8,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",3,"Kreis 3",24775.0,6112,5043,46.8,54.8,45.2,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",13,"Kreis 4",12698.0,3123,1797,40.5,63.5,36.5,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",14,"Kreis 5",6257.0,1708,1060,46.3,61.7,38.3,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",5,"Kreis 6",18114.0,4277,5276,54.9,44.8,55.2,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",15,"Kreis 7",22423.0,4240,8270,57.9,33.9,66.1,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",16,"Kreis 8",9455.0,2029,2651,51.7,43.4,56.6,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",7,"Kreis 9",26013.0,5837,6038,47.5,49.2,50.8,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",8,"Kreis 10",22645.0,5084,6537,53.3,43.7,56.3,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",9,"Kreis 11",30280.0,6347,7364,46.2,46.3,53.7,"",""
"2003-05-18",2,"Kanton Zürich","Volksinitiative ""Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)""",3,"Stadt Zürich",10,"Kreis 12",14540.0,3261,2744,42.6,54.3,45.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",1,"Eidgenossenschaft","","",4764888.0,1718452,541577,49.6,76.0,24.0,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",15,"Kreis 7",22423.0,9249,3371,58.8,73.3,26.7,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",5,"Kreis 6",18114.0,7108,2565,55.9,73.5,26.5,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",14,"Kreis 5",6257.0,2123,675,47.1,75.9,24.1,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",15,"Kreis 7",22423.0,9120,3320,58.2,73.3,26.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)'",1,"Eidgenossenschaft","","",4764888.0,881953,1460794,49.8,37.6,62.4,"0","20 6/2"
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich","","",210578.0,73561,26517,49.6,73.5,26.5,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",11,"Kreis 1",5157.0,1382,524,39.3,72.5,27.5,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",12,"Kreis 2",18221.0,6634,2497,52.3,72.7,27.3,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",3,"Kreis 3",24775.0,8148,2958,47.0,73.4,26.6,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",13,"Kreis 4",12698.0,3442,1424,40.6,70.7,29.3,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",14,"Kreis 5",6257.0,2014,757,46.8,72.7,27.3,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",5,"Kreis 6",18114.0,7131,2487,55.7,74.1,25.9,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",16,"Kreis 8",9455.0,3431,1232,52.3,73.6,26.4,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",13,"Kreis 4",12698.0,3436,1461,40.8,70.2,29.8,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",7,"Kreis 9",26013.0,8671,3219,47.6,72.9,27.1,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",8,"Kreis 10",22645.0,8633,3029,53.5,74.0,26.0,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",9,"Kreis 11",30280.0,10464,3492,46.9,75.0,25.0,"",""
"2003-05-18",3,"Stadt Zürich","Sanierung und Erneuerung des Hallenstadions mit Landkauf
von 31'448'000 Franken, Baurechtsgewährung, Darlehen von maximal
20'000'000 Franken und Beteiligung an der Aktienkapitalerhöhnung",3,"Stadt Zürich",10,"Kreis 12",14540.0,4491,1578,43.2,74.0,26.0,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich","","",210578.0,69398,30727,49.7,69.3,30.7,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",11,"Kreis 1",5157.0,1472,488,39.6,75.1,24.9,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",12,"Kreis 2",18221.0,6350,2780,52.4,69.6,30.4,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",3,"Kreis 3",24775.0,7720,3392,47.0,69.5,30.5,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",2,"Kanton Zürich","","",808057.0,300256,96281,51.8,75.7,24.3,"",""
"2003-05-18",3,"Stadt Zürich","Öffentlicher Gestaltungsplan ""Sechseläutenplatz-Theaterplatz"" 
(Opernhaus-Parking), Zürich Altstadt",3,"Stadt Zürich",10,"Kreis 12",14540.0,3546,2368,42.6,60.0,40.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",11,"Kreis 1",11281.0,3962,665,44.3,85.6,14.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",15,"Kreis 7",22423.0,10984,1608,59.2,87.2,12.8,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",7,"Kreis 9",26013.0,9669,2146,48.0,81.8,18.2,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",8,"Kreis 10",22645.0,10030,1655,54.5,85.8,14.2,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",9,"Kreis 11",30280.0,11257,2518,47.2,81.7,18.3,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",10,"Kreis 12",14540.0,4753,1219,43.2,79.6,20.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",1,"Eidgenossenschaft","","",4764888.0,749388,1540401,49.6,32.7,67.3,"1","19 6/2"
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",2,"Kanton Zürich","","",808057.0,134356,272791,52.0,33.0,67.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich","","",216702.0,50379,55361,50.7,47.6,52.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",11,"Kreis 1",11281.0,1880,2900,44.3,39.3,60.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",12,"Kreis 2",18221.0,4083,5277,53.4,43.6,56.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",3,"Kreis 3",24775.0,6537,5040,48.5,56.5,43.5,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",13,"Kreis 4",12698.0,3379,1787,42.5,65.4,34.6,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",14,"Kreis 5",6257.0,1932,985,48.8,66.2,33.8,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",5,"Kreis 6",18114.0,4633,5183,56.7,47.2,52.8,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",15,"Kreis 7",22423.0,4536,8401,60.0,35.1,64.9,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",12,"Kreis 2",18221.0,7137,1695,53.0,80.8,19.2,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",7,"Kreis 9",26013.0,5990,6147,48.6,49.4,50.6,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",8,"Kreis 10",22645.0,5464,6520,55.0,45.6,54.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",9,"Kreis 11",30280.0,6564,7521,47.6,46.6,53.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",10,"Kreis 12",14540.0,3087,3010,43.5,50.6,49.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",16,"Kreis 8",9455.0,4108,597,53.3,87.3,12.7,"",""
"2003-05-18",1,"Eidgenossenschaft","Volksinitiative 'Ja zu fairen Mieten'",3,"Stadt Zürich",16,"Kreis 8",9455.0,2294,2590,54.0,47.0,53.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",5,"Kreis 6",18114.0,8302,1243,56.2,87.0,13.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",10,"Kreis 12",14540.0,4212,1651,43.3,71.8,28.2,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",14,"Kreis 5",6257.0,2423,349,48.3,87.4,12.6,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",14,"Kreis 5",6257.0,2137,469,48.2,82.0,18.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",5,"Kreis 6",18114.0,7538,1708,56.4,81.5,18.5,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",15,"Kreis 7",22423.0,10011,2189,59.3,82.1,17.9,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",16,"Kreis 8",9455.0,3699,759,53.3,83.0,17.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",7,"Kreis 9",26013.0,8787,2821,48.0,75.7,24.3,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",8,"Kreis 10",22645.0,9102,2225,54.6,80.4,19.6,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",9,"Kreis 11",30280.0,10274,3243,47.2,76.0,24.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",13,"Kreis 4",12698.0,3584,1028,41.7,77.7,22.3,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",1,"Eidgenossenschaft","","",4764888.0,1829339,441498,49.5,80.6,19.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",12,"Kreis 2",18221.0,7839,1317,53.0,85.6,14.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",13,"Kreis 4",12698.0,4119,758,41.8,84.5,15.5,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",2,"Kanton Zürich","","",808057.0,325673,76335,51.7,81.0,19.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",3,"Kreis 3",24775.0,9546,1601,48.0,85.6,14.4,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,"Stadt Zürich",3,"Kreis 3",24775.0,8521,2128,47.9,80.0,20.0,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich","","",216702.0,87232,15523,50.2,84.9,15.1,"",""
"2003-05-18",1,"Eidgenossenschaft","Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,"Stadt Zürich",11,"Kreis 1",11281.0,4202,512,44.2,89.1,10.9,"",""
"2003-02-09",2,"Kanton Zürich","Änderung des Einführungsgesetzes zum schweizerischen Zivilgesetzbuch vom        29. April 2002
Formular zur Mitteilung des Anfangsmietzinses
Einführungsgesetz zum Schweizerischen Zivilgesetzbuch (EG zum ZGB) (Änderung) vom 29. April 2002",3,"Stadt Zürich",15,"Kreis 7",22433.0,4693,3563,37.9,56.8,43.2,"",""
"2003-02-09",2,"Kanton Zürich","Rahmenkredit für Staatsbeiträge an den Bau der Glattalbahn sowie an Strassenbauten im mittleren Glattal
Beschluss des Kantonsrates über die Bewilligung je eines Rahmenkredites für einen Staatsbeitrag an den Bau der Glattalbahn sowie für Strassenausbauten und
-anpassungen im mittleren Glattal vom 23. September 2002",3,"Stadt Zürich",16,"Kreis 8",9451.0,2249,630,31.5,78.1,21.9,"",""
"2003-02-09",2,"Kanton Zürich","Rahmenkredit für Staatsbeiträge an den Bau der Glattalbahn sowie an Strassenbauten im mittleren Glattal
Beschluss des Kantonsrates über die Bewilligung je eines Rahmenkredites für einen Staatsbeitrag an den Bau der Glattalbahn sowie für Strassenausbauten und
-anpassungen im mittleren Glattal vom 23. September 2002",3,"Stadt Zürich",15,"Kreis 7",22433.0,6370,1971,38.1,76.4,23.6,"",""
