Gemeinde,Kanton,Bezirk,Afrika,Asien,EFTA-Staaten,EU-Staaten,Lateinamerika und Karibik,Nordamerika,Ohne Angabe,Ozeanien,Staatenlos,Ã¯Â¿Â½briges Europa (Europa ohne EU und EFTA)
SchwarzhÃ¯Â¿Â½usern,Bern / Berne,Verwaltungskreis Oberaargau,0.0019047619047619048,0.0038095238095238095,0.0,0.05523809523809524,0.0,0.0,0.0,0.0,0.0,0.0
Thunstetten,Bern / Berne,Verwaltungskreis Oberaargau,0.0037956204379562043,0.034160583941605836,0.00029197080291970805,0.0797080291970803,0.00029197080291970805,0.0008759124087591241,0.00029197080291970805,0.00029197080291970805,0.0,0.06452554744525547
Ursenbach,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0022753128555176336,0.0,0.03981797497155859,0.0,0.0,0.0,0.0,0.0,0.0
Wynau,Bern / Berne,Verwaltungskreis Oberaargau,0.0012048192771084338,0.009036144578313253,0.0006024096385542169,0.14518072289156628,0.0012048192771084338,0.0012048192771084338,0.0,0.0,0.0,0.0891566265060241
Eriswil,Bern / Berne,Verwaltungskreis Oberaargau,0.005094614264919942,0.004366812227074236,0.0,0.026200873362445413,0.0,0.0,0.0,0.0,0.0,0.011644832605531296
Huttwil,Bern / Berne,Verwaltungskreis Oberaargau,0.013189448441247002,0.027378097521982413,0.0005995203836930455,0.06954436450839328,0.002398081534772182,0.0003996802557953637,0.00019984012789768185,0.0,0.0,0.024580335731414868
Walterswil (BE),Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.024029574861367836,0.0,0.0,0.0,0.0,0.0,0.0018484288354898336
Wyssachen,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0009025270758122744,0.0,0.04512635379061372,0.0,0.0,0.0,0.0,0.0,0.0018050541516245488
Attiswil,Bern / Berne,Verwaltungskreis Oberaargau,0.0013218770654329147,0.004626569729015202,0.0006609385327164573,0.07799074686054197,0.003304692663582287,0.0,0.0,0.0,0.0,0.011896893588896233
Berken,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
Bettenhausen,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.003105590062111801,0.0015527950310559005,0.031055900621118012,0.0,0.0,0.0,0.0,0.0,0.006211180124223602
Farnern,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0
Graben,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0029239766081871343,0.0,0.06725146198830409,0.0,0.0,0.0,0.0,0.0,0.005847953216374269
Heimenhausen,Bern / Berne,Verwaltungskreis Oberaargau,0.0017543859649122807,0.005263157894736842,0.0,0.06666666666666667,0.0008771929824561404,0.0,0.0008771929824561404,0.0008771929824561404,0.0,0.005263157894736842
Herzogenbuchsee,Bern / Berne,Verwaltungskreis Oberaargau,0.0129565816678153,0.02288077188146106,0.00013783597518952445,0.07677463818056512,0.002343211578221916,0.00013783597518952445,0.0,0.00013783597518952445,0.0,0.07319090282563749
Inkwil,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.036065573770491806,0.004918032786885246,0.0,0.0,0.0,0.0,0.003278688524590164
Niederbipp,Bern / Berne,Verwaltungskreis Oberaargau,0.0030048076923076925,0.009815705128205128,0.0,0.1560496794871795,0.005408653846153846,0.00040064102564102563,0.0,0.00020032051282051281,0.0,0.06931089743589744
NiederÃ¯Â¿Â½nz,Bern / Berne,Verwaltungskreis Oberaargau,0.004164187983343248,0.004759071980963712,0.0,0.05829863176680547,0.000594883997620464,0.001784651992861392,0.0,0.0,0.0,0.02558001189767995
Oberbipp,Bern / Berne,Verwaltungskreis Oberaargau,0.0005714285714285715,0.0017142857142857142,0.0005714285714285715,0.10685714285714286,0.0005714285714285715,0.0,0.0,0.0,0.0,0.038285714285714284
Ochlenberg,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.03333333333333333,0.0017543859649122807,0.0,0.0,0.0035087719298245615,0.0,0.0
Rumisberg,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.004149377593360996,0.0,0.024896265560165973,0.002074688796680498,0.004149377593360996,0.0,0.0,0.0,0.0
Seeberg,Bern / Berne,Verwaltungskreis Oberaargau,0.001962066710268149,0.0013080444735120995,0.0006540222367560497,0.03597122302158273,0.0006540222367560497,0.0006540222367560497,0.0,0.0,0.0,0.005232177894048398
ThÃ¯Â¿Â½rigen,Bern / Berne,Verwaltungskreis Oberaargau,0.0025906735751295338,0.0069084628670120895,0.0,0.06390328151986183,0.0017271157167530224,0.0,0.0025906735751295338,0.0,0.0,0.011226252158894647
Walliswil bei Niederbipp,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.06912442396313365,0.013824884792626729,0.0,0.0,0.0,0.0,0.0
Walliswil bei Wangen,Bern / Berne,Verwaltungskreis Oberaargau,0.0016501650165016502,0.0016501650165016502,0.0,0.036303630363036306,0.0,0.0,0.0,0.0,0.0,0.0033003300330033004
Wangen an der Aare,Bern / Berne,Verwaltungskreis Oberaargau,0.002154243860404998,0.01680310211115898,0.0,0.08056872037914692,0.0025850926324859974,0.0017233950883239983,0.00043084877208099956,0.0,0.0,0.049547608789314954
Wangenried,Bern / Berne,Verwaltungskreis Oberaargau,0.009876543209876543,0.0,0.0,0.02962962962962963,0.0,0.0,0.0,0.0049382716049382715,0.0,0.0
Wiedlisbach,Bern / Berne,Verwaltungskreis Oberaargau,0.00672834314550042,0.015559293523969722,0.0,0.0992430613961312,0.002523128679562658,0.002943650126156434,0.0,0.0,0.0,0.05172413793103448
Boltigen,Bern / Berne,Verwaltungskreis Obersimmental-Saanen,0.0007987220447284345,0.0007987220447284345,0.0,0.04073482428115016,0.0,0.0,0.0,0.0,0.0,0.006389776357827476
Lenk,Bern / Berne,Verwaltungskreis Obersimmental-Saanen,0.0008605851979345956,0.004302925989672977,0.0,0.11230636833046471,0.0,0.0004302925989672978,0.0,0.0,0.0,0.004302925989672977
St. Stephan,Bern / Berne,Verwaltungskreis Obersimmental-Saanen,0.0015037593984962407,0.0,0.0,0.07819548872180451,0.0037593984962406013,0.0,0.0,0.0,0.0,0.005263157894736842
Zweisimmen,Bern / Berne,Verwaltungskreis Obersimmental-Saanen,0.0006578947368421052,0.002631578947368421,0.0,0.10953947368421052,0.002302631578947368,0.0013157894736842105,0.0,0.0,0.0,0.015460526315789473
Gsteig,Bern / Berne,Verwaltungskreis Obersimmental-Saanen,0.0010309278350515464,0.005154639175257732,0.0,0.13711340206185568,0.0010309278350515464,0.0010309278350515464,0.0,0.0010309278350515464,0.0,0.032989690721649485
Lauenen,Bern / Berne,Verwaltungskreis Obersimmental-Saanen,0.0,0.00850546780072904,0.001215066828675577,0.08140947752126367,0.002430133657351154,0.010935601458080195,0.0,0.0,0.0,0.01701093560145808
Saanen,Bern / Berne,Verwaltungskreis Obersimmental-Saanen,0.001760305119554056,0.013055596303359248,0.000440076279888514,0.230306586474989,0.005280915358662168,0.005720991638550682,0.0,0.0,0.0,0.032418952618453865
Aarberg,Bern / Berne,Verwaltungskreis Seeland,0.0015112262521588947,0.015112262521588947,0.0,0.0846286701208981,0.0012953367875647669,0.0002158894645941278,0.0,0.0002158894645941278,0.0,0.025906735751295335
Bargen (BE),Bern / Berne,Verwaltungskreis Seeland,0.0,0.004878048780487805,0.0,0.07414634146341463,0.0,0.0,0.0,0.0,0.0,0.013658536585365854
Grossaffoltern,Bern / Berne,Verwaltungskreis Seeland,0.0009897723523589574,0.006928406466512702,0.0,0.04717914879577697,0.0009897723523589574,0.0009897723523589574,0.0,0.0003299241174529858,0.0,0.0029693170570768723
Kallnach,Bern / Berne,Verwaltungskreis Seeland,0.0009074410163339383,0.00045372050816696913,0.0,0.08303085299455536,0.00045372050816696913,0.0,0.0,0.0,0.0,0.016333938294010888
Kappelen,Bern / Berne,Verwaltungskreis Seeland,0.0014144271570014145,0.003536067892503536,0.0,0.04526166902404526,0.0007072135785007072,0.0007072135785007072,0.0,0.0,0.0,0.0049504950495049506
Lyss,Bern / Berne,Verwaltungskreis Seeland,0.00966183574879227,0.017004830917874397,0.0,0.11703703703703704,0.004057971014492754,0.0009017713365539453,6.44122383252818e-05,0.0,6.44122383252818e-05,0.040837359098228665
Radelfingen,Bern / Berne,Verwaltungskreis Seeland,0.000777000777000777,0.003885003885003885,0.0,0.045066045066045064,0.002331002331002331,0.002331002331002331,0.0,0.0,0.0,0.002331002331002331
Rapperswil (BE),Bern / Berne,Verwaltungskreis Seeland,0.00078125,0.00390625,0.0,0.046875,0.0015625,0.000390625,0.0,0.0,0.0,0.002734375
SchÃ¯Â¿Â½pfen,Bern / Berne,Verwaltungskreis Seeland,0.0026504108136761197,0.004240657301881791,0.00026504108136761196,0.05883912006360986,0.0031804929764113437,0.00026504108136761196,0.0,0.0,0.0,0.0066260270341902995
Seedorf (BE),Bern / Berne,Verwaltungskreis Seeland,0.004539559014267186,0.008754863813229572,0.0009727626459143969,0.04928664072632944,0.002269779507133593,0.00032425421530479895,0.0,0.0,0.0,0.007133592736705577
Arch,Bern / Berne,Verwaltungskreis Seeland,0.004297114794352364,0.008594229588704727,0.0,0.050951503990178025,0.0012277470841006752,0.0,0.0,0.0,0.0,0.008594229588704727
BÃ¯Â¿Â½etigen,Bern / Berne,Verwaltungskreis Seeland,0.006896551724137931,0.008045977011494253,0.0011494252873563218,0.06091954022988506,0.0011494252873563218,0.0,0.0,0.0,0.0,0.0011494252873563218
BÃ¯Â¿Â½ren an der Aare,Bern / Berne,Verwaltungskreis Seeland,0.012276785714285714,0.017578125,0.0,0.11690848214285714,0.0033482142857142855,0.001953125,0.00027901785714285713,0.00027901785714285713,0.0,0.030412946428571428
Diessbach bei BÃ¯Â¿Â½ren,Bern / Berne,Verwaltungskreis Seeland,0.0,0.005030181086519115,0.0,0.08048289738430583,0.001006036217303823,0.0030181086519114686,0.0,0.0,0.0,0.006036217303822937
Dotzigen,Bern / Berne,Verwaltungskreis Seeland,0.0,0.008795669824086604,0.0,0.06292286874154263,0.0006765899864682003,0.0013531799729364006,0.0,0.0,0.0,0.014884979702300407
Leuzigen,Bern / Berne,Verwaltungskreis Seeland,0.0,0.0015515903801396431,0.0,0.0504266873545384,0.0007757951900698216,0.0015515903801396431,0.0,0.0,0.0,0.010861132660977503
Meienried,Bern / Berne,Verwaltungskreis Seeland,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Oberwil bei BÃ¯Â¿Â½ren,Bern / Berne,Verwaltungskreis Seeland,0.006659267480577136,0.0011098779134295228,0.0011098779134295228,0.04661487236403995,0.0,0.0,0.0,0.0,0.0,0.004439511653718091
RÃ¯Â¿Â½ti bei BÃ¯Â¿Â½ren,Bern / Berne,Verwaltungskreis Seeland,0.007001166861143524,0.003500583430571762,0.0,0.07467911318553092,0.004667444574095682,0.0,0.0,0.0,0.0,0.01633605600933489
Wengi,Bern / Berne,Verwaltungskreis Seeland,0.001644736842105263,0.006578947368421052,0.0,0.07401315789473684,0.0,0.0,0.0,0.0,0.0,0.0
BrÃ¯Â¿Â½ttelen,Bern / Berne,Verwaltungskreis Seeland,0.0,0.0,0.0,0.16156462585034015,0.0,0.0,0.0,0.0,0.0,0.04081632653061224
Erlach,Bern / Berne,Verwaltungskreis Seeland,0.0007204610951008645,0.001440922190201729,0.0007204610951008645,0.14265129682997119,0.004322766570605188,0.0036023054755043226,0.0,0.0,0.0,0.016570605187319884
Finsterhennen,Bern / Berne,Verwaltungskreis Seeland,0.008605851979345954,0.0051635111876075735,0.0,0.22203098106712565,0.008605851979345954,0.0,0.0,0.0,0.0,0.05679862306368331
Gals,Bern / Berne,Verwaltungskreis Seeland,0.0024009603841536613,0.0024009603841536613,0.0,0.10444177671068428,0.0024009603841536613,0.0,0.0,0.0012004801920768306,0.0,0.007202881152460984
Gampelen,Bern / Berne,Verwaltungskreis Seeland,0.0031479538300104933,0.01049317943336831,0.0,0.13955928646379853,0.0,0.0,0.0,0.0,0.0,0.035676810073452254
Ins,Bern / Berne,Verwaltungskreis Seeland,0.0008438818565400844,0.00590717299578059,0.0,0.14233473980309425,0.0011251758087201125,0.0,0.0,0.0,0.0,0.029254571026722926
LÃ¯Â¿Â½scherz,Bern / Berne,Verwaltungskreis Seeland,0.003629764065335753,0.003629764065335753,0.0,0.1088929219600726,0.0,0.0,0.0,0.0,0.0,0.0
MÃ¯Â¿Â½ntschemier,Bern / Berne,Verwaltungskreis Seeland,0.000664451827242525,0.00132890365448505,0.0,0.26578073089701,0.003986710963455149,0.0,0.0,0.0,0.0,0.04318936877076412
Siselen,Bern / Berne,Verwaltungskreis Seeland,0.0,0.003316749585406302,0.0,0.11940298507462686,0.003316749585406302,0.0,0.0,0.0,0.0,0.0
Treiten,Bern / Berne,Verwaltungskreis Seeland,0.0,0.0,0.0,0.09732360097323602,0.0024330900243309003,0.0,0.0,0.0,0.0,0.0
Tschugg,Bern / Berne,Verwaltungskreis Seeland,0.00211864406779661,0.019067796610169493,0.0,0.17372881355932204,0.0,0.00211864406779661,0.0,0.0,0.0,0.00423728813559322
Vinelz,Bern / Berne,Verwaltungskreis Seeland,0.0011402508551881414,0.0,0.0,0.09350057012542759,0.0,0.0,0.0,0.0,0.0,0.0011402508551881414
BÃ¯Â¿Â½hl,Bern / Berne,Verwaltungskreis Seeland,0.0,0.004201680672268907,0.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.008403361344537815
Epsach,Bern / Berne,Verwaltungskreis Seeland,0.0,0.0030211480362537764,0.0,0.054380664652567974,0.0,0.0,0.0,0.0,0.0,0.0
Hagneck,Bern / Berne,Verwaltungskreis Seeland,0.0024271844660194173,0.0024271844660194173,0.0,0.024271844660194174,0.0024271844660194173,0.0,0.0,0.0,0.0,0.01699029126213592
Hermrigen,Bern / Berne,Verwaltungskreis Seeland,0.0,0.003194888178913738,0.0,0.054313099041533544,0.0,0.0,0.0,0.0,0.0,0.0
Jens,Bern / Berne,Verwaltungskreis Seeland,0.0,0.0061633281972265025,0.0,0.03543913713405239,0.0015408320493066256,0.0015408320493066256,0.0015408320493066256,0.0,0.0,0.0015408320493066256
Merzligen,Bern / Berne,Verwaltungskreis Seeland,0.0,0.0025575447570332483,0.0,0.03580562659846547,0.0,0.0,0.0,0.0,0.0,0.0
Studen (BE),Bern / Berne,Verwaltungskreis Seeland,0.025015069318866788,0.023508137432188065,0.0,0.1112115732368897,0.0045207956600361665,0.0015069318866787222,0.0003013863773357444,0.0,0.0,0.0699216395418927
TÃ¯Â¿Â½uffelen,Bern / Berne,Verwaltungskreis Seeland,0.005190311418685121,0.0038062283737024223,0.0,0.07093425605536333,0.00034602076124567473,0.0,0.0,0.0,0.0,0.007612456747404845
Walperswil,Bern / Berne,Verwaltungskreis Seeland,0.0009689922480620155,0.0029069767441860465,0.0009689922480620155,0.06686046511627906,0.001937984496124031,0.0,0.0,0.0,0.0,0.016472868217054265
Worben,Bern / Berne,Verwaltungskreis Seeland,0.0037328909166321027,0.008710078805474907,0.0,0.07133969307341352,0.002073828287017835,0.00041476565740356696,0.0,0.0,0.0,0.018664454583160513
Reutigen,Bern / Berne,Verwaltungskreis Thun,0.0,0.007,0.0,0.046,0.0,0.001,0.0,0.0,0.0,0.024
Stocken-HÃ¯Â¿Â½fen,Bern / Berne,Verwaltungskreis Thun,0.0,0.001976284584980237,0.0,0.040513833992094864,0.0,0.0,0.0,0.0,0.0,0.0029644268774703555
Burgistein,Bern / Berne,Verwaltungskreis Thun,0.0,0.008086253369272238,0.0,0.02605570530098832,0.0008984725965858042,0.0,0.0,0.0,0.0,0.005390835579514825
Gurzelen,Bern / Berne,Verwaltungskreis Thun,0.0,0.002328288707799767,0.0,0.023282887077997673,0.0,0.0,0.0,0.0,0.0,0.0011641443538998836
Seftigen,Bern / Berne,Verwaltungskreis Thun,0.01064322073114299,0.016196205460434984,0.0,0.04118463674224896,0.0018509949097639982,0.0009254974548819991,0.0,0.0,0.0,0.012031466913465988
Uttigen,Bern / Berne,Verwaltungskreis Thun,0.0056364490371066224,0.011742602160638797,0.0,0.035697510568341945,0.0028182245185533112,0.0,0.0009394081728511038,0.0,0.0,0.0061061531235321745
Wattenwil,Bern / Berne,Verwaltungskreis Thun,0.0,0.0016567263088137839,0.0,0.03313452617627568,0.0016567263088137839,0.0003313452617627568,0.0,0.0,0.0,0.0026507620941020544
Amsoldingen,Bern / Berne,Verwaltungskreis Thun,0.0,0.0,0.0,0.026415094339622643,0.0,0.0012578616352201257,0.0,0.0,0.0,0.007547169811320755
Blumenstein,Bern / Berne,Verwaltungskreis Thun,0.003205128205128205,0.0016025641025641025,0.0,0.026442307692307692,0.0008012820512820513,0.0,0.0,0.0008012820512820513,0.0,0.002403846153846154
Buchholterberg,Bern / Berne,Verwaltungskreis Thun,0.0006565988181221273,0.005252790544977019,0.0,0.02232435981615233,0.0013131976362442547,0.0006565988181221273,0.0,0.0,0.0,0.004596191726854892
Eriz,Bern / Berne,Verwaltungskreis Thun,0.0,0.0,0.0,0.018329938900203666,0.0,0.0,0.0,0.0,0.0,0.0
Fahrni,Bern / Berne,Verwaltungskreis Thun,0.0,0.007326007326007326,0.0,0.020757020757020756,0.001221001221001221,0.0,0.0,0.0,0.0,0.002442002442002442
Heiligenschwendi,Bern / Berne,Verwaltungskreis Thun,0.0014144271570014145,0.0014144271570014145,0.0,0.08062234794908062,0.0,0.0,0.0,0.0,0.0,0.007072135785007072
Heimberg,Bern / Berne,Verwaltungskreis Thun,0.006929406669553919,0.012559549588566478,0.0,0.06900534141764111,0.00129926375054136,0.00014436263894903998,0.00028872527789807997,0.00043308791684711995,0.00014436263894903998,0.029305615706655117
Hilterfingen,Bern / Berne,Verwaltungskreis Thun,0.002464875523786049,0.009859502095144195,0.0009859502095144195,0.06112891298989401,0.001971900419028839,0.0004929751047572097,0.0,0.0,0.0,0.009366526990386986
Homberg,Bern / Berne,Verwaltungskreis Thun,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.02390438247011952,0.0,0.0,0.0,0.0,0.0,0.0
Horrenbach-Buchen,Bern / Berne,Verwaltungskreis Thun,0.0,0.0,0.0,0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.0
Oberhofen am Thunersee,Bern / Berne,Verwaltungskreis Thun,0.00288659793814433,0.015257731958762887,0.0004123711340206186,0.07463917525773196,0.002061855670103093,0.002061855670103093,0.0,0.0004123711340206186,0.0016494845360824743,0.012371134020618556
Oberlangenegg,Bern / Berne,Verwaltungskreis Thun,0.0,0.0021551724137931034,0.0,0.010775862068965518,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0
Pohlern,Bern / Berne,Verwaltungskreis Thun,0.0,0.0,0.0,0.06072874493927125,0.0,0.0,0.0,0.0,0.0,0.0
Sigriswil,Bern / Berne,Verwaltungskreis Thun,0.0018637399047421825,0.004762890867674467,0.0004141644232760406,0.09132325533236695,0.0008283288465520812,0.001449575481466142,0.0,0.0002070822116380203,0.0,0.003520397597846345
Steffisburg,Bern / Berne,Verwaltungskreis Thun,0.0035783790570657293,0.011551258710527968,0.00012555715989704313,0.06874254504363111,0.0025111431979408625,0.00012555715989704313,0.0001883357398455647,0.00012555715989704313,0.00012555715989704313,0.01889635256450499
Teuffenthal (BE),Bern / Berne,Verwaltungskreis Thun,0.0,0.012048192771084338,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0
Thierachern,Bern / Berne,Verwaltungskreis Thun,0.0,0.0016187778227438284,0.0,0.036422501011736136,0.0004046944556859571,0.0012140833670578712,0.0,0.0,0.0,0.0084985835694051
Thun,Bern / Berne,Verwaltungskreis Thun,0.006073524019068573,0.017922625595892923,0.000275027502750275,0.07693894389438943,0.0026815181518151814,0.0009167583425009168,0.00016043270993766043,0.0002521085441877521,0.00029794646131279796,0.03396589658965896
Uebeschi,Bern / Berne,Verwaltungskreis Thun,0.0,0.00145985401459854,0.0,0.020437956204379562,0.0,0.00145985401459854,0.0,0.0,0.0,0.00145985401459854
Uetendorf,Bern / Berne,Verwaltungskreis Thun,0.007872668149922985,0.00924182782817046,0.0,0.03730960123224371,0.0003422899195618689,0.0,0.0013691596782474755,0.0,0.0,0.016429916138969707
Unterlangenegg,Bern / Berne,Verwaltungskreis Thun,0.0,0.003968253968253968,0.0,0.010912698412698412,0.001984126984126984,0.0,0.0,0.0,0.0,0.000992063492063492
Wachseldorn,Bern / Berne,Verwaltungskreis Thun,0.0,0.008583690987124463,0.0,0.030042918454935622,0.0,0.0,0.0,0.0,0.0,0.004291845493562232
Zwieselberg,Bern / Berne,Verwaltungskreis Thun,0.0,0.0,0.0,0.04559270516717325,0.00303951367781155,0.0,0.0,0.0,0.0,0.0
Forst-LÃ¯Â¿Â½ngenbÃ¯Â¿Â½hl,Bern / Berne,Verwaltungskreis Thun,0.0,0.001287001287001287,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0
Courgevaux,Fribourg / Freiburg,Bezirk See / District du Lac,0.0021008403361344537,0.004201680672268907,0.0,0.211484593837535,0.0007002801120448179,0.0007002801120448179,0.0,0.0007002801120448179,0.0,0.07212885154061624
Courtepin,Fribourg / Freiburg,Bezirk See / District du Lac,0.015910753474762254,0.01755669348939283,0.000365764447695684,0.28950256035113386,0.005120702267739576,0.0005486466715435259,0.0,0.0,0.0,0.03218727139722019
Cressier (FR),Fribourg / Freiburg,Bezirk See / District du Lac,0.009970089730807577,0.003988035892323031,0.0,0.2053838484546361,0.01794616151545364,0.0019940179461615153,0.0,0.0,0.0,0.0259222333000997
FrÃ¯Â¿Â½schels,Fribourg / Freiburg,Bezirk See / District du Lac,0.0,0.015418502202643172,0.0,0.07268722466960352,0.0,0.0,0.0,0.0,0.0,0.0
Greng,Fribourg / Freiburg,Bezirk See / District du Lac,0.0,0.005780346820809248,0.0,0.06358381502890173,0.0,0.0,0.0,0.0,0.0,0.017341040462427744
Gurmels,Fribourg / Freiburg,Bezirk See / District du Lac,0.0018165304268846503,0.0027247956403269754,0.0,0.07288828337874659,0.0018165304268846503,0.0,0.0,0.0,0.0,0.026793823796548592
Kerzers,Fribourg / Freiburg,Bezirk See / District du Lac,0.0023861602704314975,0.006561940743686618,0.0,0.18413203420163055,0.004772320540862995,0.00019884668920262477,0.0,0.00039769337840524953,0.0,0.07476635514018691
KleinbÃ¯Â¿Â½singen,Fribourg / Freiburg,Bezirk See / District du Lac,0.0,0.002849002849002849,0.0014245014245014246,0.06267806267806268,0.0,0.0,0.0,0.0,0.0,0.008547008547008548
Meyriez,Fribourg / Freiburg,Bezirk See / District du Lac,0.0017452006980802793,0.0017452006980802793,0.0,0.07504363001745201,0.0,0.0,0.0,0.0,0.0,0.005235602094240838
Misery-Courtion,Fribourg / Freiburg,Bezirk See / District du Lac,0.008034026465028356,0.004253308128544423,0.0,0.2277882797731569,0.004253308128544423,0.0,0.0,0.0,0.0,0.03497164461247637
Muntelier,Fribourg / Freiburg,Bezirk See / District du Lac,0.0020964360587002098,0.0010482180293501049,0.0,0.07023060796645703,0.0041928721174004195,0.0010482180293501049,0.0,0.0,0.0,0.005241090146750524
Murten,Fribourg / Freiburg,Bezirk See / District du Lac,0.003744516957312507,0.005670268535358939,0.0005349309939017867,0.12314111479619129,0.004707392746335723,0.0005349309939017867,0.0,0.0,0.0,0.05327912699261795
Ried bei Kerzers,Fribourg / Freiburg,Bezirk See / District du Lac,0.0,0.0017241379310344827,0.0,0.15086206896551724,0.0008620689655172414,0.0,0.0,0.0,0.0,0.013793103448275862
Ulmiz,Fribourg / Freiburg,Bezirk See / District du Lac,0.0,0.0,0.0,0.0400890868596882,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997
Mont-Vully,Fribourg / Freiburg,Bezirk See / District du Lac,0.0014943960149439602,0.007471980074719801,0.00024906600249066,0.15267745952677458,0.00398505603985056,0.0024906600249066002,0.0,0.0,0.0,0.007222914072229141
BrÃ¯Â¿Â½nisried,Fribourg / Freiburg,Bezirk Sense,0.0,0.0,0.0,0.033690658499234305,0.0,0.0,0.0,0.0,0.0,0.0015313935681470138
DÃ¯Â¿Â½dingen,Fribourg / Freiburg,Bezirk Sense,0.0067228945116733895,0.008678645642342012,0.0,0.0661288351057328,0.003789267815670456,0.0004889377826671556,0.0,0.0,0.0,0.05647231389805647
Giffers,Fribourg / Freiburg,Bezirk Sense,0.0030525030525030525,0.005494505494505495,0.0,0.0641025641025641,0.004273504273504274,0.0006105006105006105,0.001221001221001221,0.0,0.0,0.014041514041514042
BÃ¯Â¿Â½singen,Fribourg / Freiburg,Bezirk Sense,0.0017600469345849222,0.006453505426811381,0.0002933411557641537,0.07832208858902905,0.0005866823115283074,0.0,0.0,0.0,0.0,0.017013787034320917
Heitenried,Fribourg / Freiburg,Bezirk Sense,0.0014265335235378032,0.005706134094151213,0.0,0.03209700427960057,0.0021398002853067048,0.0007132667617689016,0.0,0.0,0.0,0.004992867332382311
Plaffeien,Fribourg / Freiburg,Bezirk Sense,0.004971002485501243,0.004418668876001105,0.0,0.05771886219276443,0.0019331676332504833,0.00027616680475006904,0.0,0.0,0.0,0.012427506213753107
Plasselb,Fribourg / Freiburg,Bezirk Sense,0.0029615004935834156,0.0029615004935834156,0.0,0.0562685093780849,0.003948667324777887,0.0,0.0,0.0,0.0,0.007897334649555774
Rechthalten,Fribourg / Freiburg,Bezirk Sense,0.0018050541516245488,0.004512635379061372,0.0,0.033393501805054154,0.0,0.0,0.0,0.0,0.0,0.0018050541516245488
St. Silvester,Fribourg / Freiburg,Bezirk Sense,0.007209062821833162,0.0010298661174047373,0.0,0.05046343975283213,0.0,0.0010298661174047373,0.0,0.0,0.0,0.005149330587023687
St. Ursen,Fribourg / Freiburg,Bezirk Sense,0.007434944237918215,0.0037174721189591076,0.0,0.07360594795539034,0.0022304832713754648,0.001486988847583643,0.0007434944237918215,0.0,0.0,0.013382899628252789
Schmitten (FR),Fribourg / Freiburg,Bezirk Sense,0.00569729997522913,0.009908347783007183,0.0,0.05350507802823879,0.002972504334902155,0.0004954173891503591,0.00024770869457517957,0.00024770869457517957,0.0,0.04111964329947981
Tafers,Fribourg / Freiburg,Bezirk Sense,0.0056290090325958895,0.006414452153423223,0.00013090718680455556,0.06113365623772745,0.0028799581097002226,0.000916350307631889,0.0,0.0002618143736091111,0.0,0.04018850634899856
Tentlingen,Fribourg / Freiburg,Bezirk Sense,0.008221225710014948,0.00523168908819133,0.0,0.07772795216741404,0.002242152466367713,0.0,0.0,0.0,0.0,0.014947683109118086
Ueberstorf,Fribourg / Freiburg,Bezirk Sense,0.0004203446826397646,0.004623791509037411,0.0,0.03278688524590164,0.0025220680958385876,0.0,0.0,0.0,0.0,0.0016813787305590584
WÃ¯Â¿Â½nnewil-Flamatt,Fribourg / Freiburg,Bezirk Sense,0.005925659903034656,0.014185670676961753,0.0,0.07954749506195008,0.0030526126773208835,0.0001795654516071108,0.0001795654516071108,0.0,0.0,0.09714490931944694
ChÃ¯Â¿Â½tillon (FR),Fribourg / Freiburg,District de la Broye,0.006198347107438017,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.002066115702479339
Cugy (FR),Fribourg / Freiburg,District de la Broye,0.0005659309564233164,0.0011318619128466328,0.0,0.12393887945670629,0.004527447651386531,0.0,0.0,0.0005659309564233164,0.0,0.03338992642897567
FÃ¯Â¿Â½tigny,Fribourg / Freiburg,District de la Broye,0.0028089887640449437,0.0,0.0,0.14887640449438203,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0028089887640449437
