Gemeinde,Kanton,Bezirk,Afrika,Asien,EFTA-Staaten,EU-Staaten,Lateinamerika und Karibik,Nordamerika,Ohne Angabe,Ozeanien,Staatenlos,Ã¯Â¿Â½briges Europa (Europa ohne EU und EFTA)
Ammerswil,Aargau,Bezirk Lenzburg,0.0,0.008310249307479225,0.0,0.11357340720221606,0.0,0.0,0.0,0.0013850415512465374,0.0,0.013850415512465374
Boniswil,Aargau,Bezirk Lenzburg,0.002702702702702703,0.007432432432432433,0.0,0.10743243243243243,0.002027027027027027,0.0,0.0,0.0,0.0,0.026351351351351353
Brunegg,Aargau,Bezirk Lenzburg,0.004576659038901602,0.005720823798627002,0.0,0.14874141876430205,0.003432494279176201,0.0011441647597254005,0.0,0.0,0.0,0.06178489702517163
Dintikon,Aargau,Bezirk Lenzburg,0.0,0.023070097604259095,0.0,0.14463176574977818,0.0013309671694764862,0.00044365572315882877,0.0,0.00044365572315882877,0.0,0.07808340727595386
Egliswil,Aargau,Bezirk Lenzburg,0.0006770480704129993,0.014895057549085985,0.0,0.08463100880162491,0.0006770480704129993,0.0,0.0,0.0013540961408259986,0.0,0.034529451591062965
Fahrwangen,Aargau,Bezirk Lenzburg,0.0035087719298245615,0.016666666666666666,0.0,0.15657894736842104,0.002631578947368421,0.0,0.0,0.0008771929824561404,0.0,0.056140350877192984
Hallwil,Aargau,Bezirk Lenzburg,0.01820250284414107,0.005688282138794084,0.0,0.12514220705346984,0.0011376564277588168,0.0011376564277588168,0.0,0.0,0.0,0.04323094425483504
Hendschiken,Aargau,Bezirk Lenzburg,0.006051437216338881,0.014372163388804841,0.0,0.132375189107413,0.006051437216338881,0.0007564296520423601,0.0015128593040847202,0.0,0.0,0.03177004538577912
Holderbank (AG),Aargau,Bezirk Lenzburg,0.0014524328249818446,0.015250544662309368,0.0,0.18155410312273057,0.004357298474945534,0.0007262164124909223,0.0,0.0014524328249818446,0.0,0.12781408859840232
Hunzenschwil,Aargau,Bezirk Lenzburg,0.007429420505200594,0.015601783060921248,0.0012382367508667657,0.150074294205052,0.0027241208519068845,0.0004952947003467063,0.0,0.00024764735017335313,0.0,0.11292719167904904
Lenzburg,Aargau,Bezirk Lenzburg,0.01690999815191277,0.02818333025318795,0.0002772130844575864,0.16577342450563667,0.004620218074293107,0.0014784697837737942,0.0,0.00036961744594344855,9.240436148586214e-05,0.066346331546849
Meisterschwanden,Aargau,Bezirk Lenzburg,0.0013536379018612521,0.006091370558375634,0.0,0.12081218274111676,0.0020304568527918783,0.0013536379018612521,0.0,0.0,0.0,0.02233502538071066
MÃ¯Â¿Â½riken-Wildegg,Aargau,Bezirk Lenzburg,0.009782125389061804,0.017341040462427744,0.00044464206313917296,0.11760782570031125,0.0017785682525566918,0.0013339261894175188,0.0,0.0,0.0,0.0624722098710538
Niederlenz,Aargau,Bezirk Lenzburg,0.010703043022035676,0.025183630640083946,0.0002098635886673662,0.1416579223504722,0.003777544596012592,0.0006295907660020986,0.0,0.0,0.0,0.10388247639034627
Othmarsingen,Aargau,Bezirk Lenzburg,0.009218163195629908,0.01911915329463981,0.0,0.15636736087401842,0.0030727210652099694,0.0006828269033799932,0.0,0.0006828269033799932,0.0,0.06828269033799932
Rupperswil,Aargau,Bezirk Lenzburg,0.01203720590917381,0.014225788801750867,0.0,0.12401969724603319,0.002553346708006566,0.0005471457231442641,0.0,0.0001823819077147547,0.0,0.06182746671530184
Schafisheim,Aargau,Bezirk Lenzburg,0.005278785879247773,0.008578027053777632,0.0,0.13790828109534806,0.001979544704717915,0.0009897723523589574,0.0,0.0003299241174529858,0.0,0.047509072913229956
Seengen,Aargau,Bezirk Lenzburg,0.0007351139426611125,0.011026709139916687,0.000490075961774075,0.07743200196030385,0.000490075961774075,0.0002450379808870375,0.0,0.0,0.0,0.02621906395491301
Seon,Aargau,Bezirk Lenzburg,0.007466973004020678,0.018763162933180165,0.00019146084625694046,0.13172506222477504,0.002106069308826345,0.00019146084625694046,0.0,0.0,0.0,0.08883783266322037
