Anhänger_Anderer,Anhänger_Benzin,Anhänger_Benzin-elektrisch: Normal-Hybrid,Anhänger_Benzin-elektrisch: Plug-in-Hybrid,Anhänger_Diesel,Anhänger_Diesel-elektrisch: Normal-Hybrid,Anhänger_Diesel-elektrisch: Plug-in-Hybrid,Anhänger_Elektrisch,Anhänger_Gas (mono- und bivalent),Anhänger_Ohne Motor,Anhänger_Wasserstoff,Industriefahrzeuge_Anderer,Industriefahrzeuge_Benzin,Industriefahrzeuge_Benzin-elektrisch: Normal-Hybrid,Industriefahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Diesel,Industriefahrzeuge_Diesel-elektrisch: Normal-Hybrid,Industriefahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Elektrisch,Industriefahrzeuge_Gas (mono- und bivalent),Industriefahrzeuge_Ohne Motor,Industriefahrzeuge_Wasserstoff,Landwirtschaftsfahrzeuge_Anderer,Landwirtschaftsfahrzeuge_Benzin,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Diesel,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Elektrisch,Landwirtschaftsfahrzeuge_Gas (mono- und bivalent),Landwirtschaftsfahrzeuge_Ohne Motor,Landwirtschaftsfahrzeuge_Wasserstoff,Motorräder_Anderer,Motorräder_Benzin,Motorräder_Benzin-elektrisch: Normal-Hybrid,Motorräder_Benzin-elektrisch: Plug-in-Hybrid,Motorräder_Diesel,Motorräder_Diesel-elektrisch: Normal-Hybrid,Motorräder_Diesel-elektrisch: Plug-in-Hybrid,Motorräder_Elektrisch,Motorräder_Gas (mono- und bivalent),Motorräder_Ohne Motor,Motorräder_Wasserstoff,Personentransportfahrzeuge_Anderer,Personentransportfahrzeuge_Benzin,Personentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Diesel,Personentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Elektrisch,Personentransportfahrzeuge_Gas (mono- und bivalent),Personentransportfahrzeuge_Ohne Motor,Personentransportfahrzeuge_Wasserstoff,Personenwagen_Anderer,Personenwagen_Benzin,Personenwagen_Benzin-elektrisch: Normal-Hybrid,Personenwagen_Benzin-elektrisch: Plug-in-Hybrid,Personenwagen_Diesel,Personenwagen_Diesel-elektrisch: Normal-Hybrid,Personenwagen_Diesel-elektrisch: Plug-in-Hybrid,Personenwagen_Elektrisch,Personenwagen_Gas (mono- und bivalent),Personenwagen_Ohne Motor,Personenwagen_Wasserstoff,Sachentransportfahrzeuge_Anderer,Sachentransportfahrzeuge_Benzin,Sachentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Diesel,Sachentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Elektrisch,Sachentransportfahrzeuge_Gas (mono- und bivalent),Sachentransportfahrzeuge_Ohne Motor,Sachentransportfahrzeuge_Wasserstoff,Gemeinde,Kanton,Bezirk
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,60,4,1,13,1,0,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,Pont-en-Ogoz,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,3,0,7,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Botterens,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,8,1,19,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Broc,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,48,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,621,69,7,191,9,0,25,2,0,0,0,10,0,0,109,0,0,0,0,0,0,Bulle,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chï¿½tel-sur-Montsalvens,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,10,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,Corbiï¿½res,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,53,8,2,14,0,0,8,2,0,0,0,1,0,0,5,0,0,0,0,0,0,Brï¿½tten,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Crï¿½suz,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,5,0,10,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Echarlens,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grandvillard,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,64,8,3,25,2,0,2,0,0,0,0,3,0,0,16,0,0,0,0,0,0,Gruyï¿½res,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,3,1,9,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Hauteville,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Jaun,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dï¿½gerlen,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,70,6,1,14,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,Marsens,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,3,2,6,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Morlon,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,5,1,16,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Le Pï¿½quier (FR),Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pont-la-Ville,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,97,4,1,28,2,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,Riaz,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,14,1,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,La Roche,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dï¿½ttlikon,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,10,0,0,3,0,0,0,0,1,0,0,7,0,0,0,0,0,0,Sï¿½les,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,1,3,17,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,Sorens,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,2,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Vaulruz,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,0,10,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,Dinhard,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,51,12,2,95,0,0,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,Vuadens,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,54,4,0,22,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Bas-Intyamon,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42,9,0,21,1,0,2,0,0,0,0,3,0,0,10,0,0,1,0,0,0,Val-de-Charmey,Fribourg / Freiburg,District de la Gruyï¿½re
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Autigny,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,0,26,1,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Avry,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,18,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,Belfaux,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Chï¿½nens,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,3,0,4,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Ellikon an der Thur,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,101,11,3,29,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Corminboeuf,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,6,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Cottens (FR),Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,55,2,0,27,2,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Elsau,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Ferpicloz,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,562,63,5,142,8,0,28,2,0,0,0,5,0,0,81,0,0,2,0,0,0,Fribourg,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,111,15,1,64,1,0,1,0,0,0,0,3,0,0,69,0,0,0,0,0,0,Givisiez,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,107,14,0,74,1,0,4,5,0,0,0,3,0,0,19,0,0,1,0,0,0,Granges-Paccot,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,0,4,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Benken (ZH),Zï¿½rich,Bezirk Andelfingen
0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,11,0,0,2,0,0,0,0,2,0,0,11,0,0,0,0,0,0,Hagenbuch,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,87,6,1,29,2,0,1,0,0,0,0,3,0,0,13,1,0,0,0,0,0,Grolley,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,261,37,8,57,7,0,23,1,0,0,0,8,0,0,31,0,0,0,0,0,0,Marly,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,6,2,58,2,0,6,0,0,0,0,25,0,0,28,0,0,0,0,0,0,Matran,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,1,17,1,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Hettlingen,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,12,1,14,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Neyruz (FR),Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pierrafortscha,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,1,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponthaux,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,8,2,21,0,0,8,1,0,0,0,1,0,0,47,0,0,0,0,0,0,Le Mouret,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,6,0,14,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Treyvaux,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,524,48,8,112,7,0,20,1,0,0,0,1,0,0,52,0,0,0,0,0,0,Villars-sur-Glï¿½ne,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,109,11,4,57,1,0,7,1,0,0,0,2,0,0,20,0,0,1,0,0,0,Neftenbach,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Villarsel-sur-Marly,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,73,2,0,25,0,0,6,0,0,0,0,4,0,0,6,0,0,0,0,0,0,Hauterive (FR),Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,51,3,0,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Brillaz,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,3,2,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,La Sonnaz,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,37,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,271,16,0,59,2,0,11,0,0,0,0,4,0,0,40,0,0,0,0,0,0,Gibloux,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,76,8,5,10,1,0,2,1,0,0,0,3,0,0,8,0,0,0,0,0,0,Prez,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,4,1,10,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bois-d'Amont,Fribourg / Freiburg,District de la Sarine
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,5,2,31,0,0,4,1,0,0,0,1,0,0,6,0,0,0,0,0,0,Pfungen,Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,3,0,16,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Rickenbach (ZH),Zï¿½rich,Bezirk Winterthur
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,4,1,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Courgevaux,Fribourg / Freiburg,Bezirk See / District du Lac
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,104,10,1,32,2,0,5,0,0,0,0,3,0,0,12,0,0,0,0,0,0,Courtepin,Fribourg / Freiburg,Bezirk See / District du Lac
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,4,0,8,3,0,3,1,0,0,0,0,0,0,10,0,0,0,0,0,0,Cressier (FR),Fribourg / Freiburg,Bezirk See / District du Lac
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Frï¿½schels,Fribourg / Freiburg,Bezirk See / District du Lac
