Kanton,Bezirk,Gemeinde,Afrika,Asien,EFTA-Staaten,EU-Staaten,Lateinamerika und Karibik,Nordamerika,Ohne Angabe,Ozeanien,Staatenlos,Ã¯Â¿Â½briges Europa (Europa ohne EU und EFTA)
St. Gallen,Wahlkreis Toggenburg,Oberhelfenschwil,0,17,0,80,1,1,0,0,0,28
St. Gallen,Wahlkreis Toggenburg,Neckertal,16,26,4,287,3,4,1,0,0,43
St. Gallen,Wahlkreis Toggenburg,Wattwil,99,200,1,864,26,7,6,0,0,950
St. Gallen,Wahlkreis Toggenburg,Kirchberg (SG),189,68,3,1331,22,1,1,0,0,936
St. Gallen,Wahlkreis Toggenburg,LÃ¯Â¿Â½tisburg,0,21,0,133,3,0,0,0,0,77
St. Gallen,Wahlkreis Toggenburg,Mosnang,13,23,1,85,0,0,1,0,0,7
St. Gallen,Wahlkreis Toggenburg,BÃ¯Â¿Â½tschwil-Ganterschwil,16,63,0,339,8,2,0,0,0,335
St. Gallen,Wahlkreis Werdenberg,Buchs (SG),117,306,57,2977,74,40,3,0,0,1575
St. Gallen,Wahlkreis Werdenberg,Gams,20,35,24,640,4,0,0,0,0,108
St. Gallen,Wahlkreis Werdenberg,Grabs,10,114,30,972,21,4,4,1,0,228
St. Gallen,Wahlkreis Werdenberg,Sennwald,15,59,36,1291,14,10,0,0,0,399
St. Gallen,Wahlkreis Werdenberg,Sevelen,35,110,34,1156,32,9,0,1,1,653
St. Gallen,Wahlkreis Werdenberg,Wartau,13,117,30,973,15,1,12,1,0,469
St. Gallen,Wahlkreis Wil,Degersheim,25,47,3,476,4,1,4,0,0,208
St. Gallen,Wahlkreis Wil,Flawil,89,186,4,1433,33,5,0,0,0,1242
St. Gallen,Wahlkreis Wil,Jonschwil,9,22,0,286,6,7,0,0,0,139
St. Gallen,Wahlkreis Wil,Oberuzwil,34,74,2,598,11,2,4,1,0,500
St. Gallen,Wahlkreis Wil,Uzwil,120,184,3,1497,41,4,7,2,2,1844
St. Gallen,Wahlkreis Wil,NiederbÃ¯Â¿Â½ren,1,3,1,95,2,0,0,0,0,33
St. Gallen,Wahlkreis Wil,Niederhelfenschwil,11,12,0,167,3,0,0,0,0,42
St. Gallen,Wahlkreis Wil,OberbÃ¯Â¿Â½ren,12,39,37,302,14,0,0,0,0,209
St. Gallen,Wahlkreis Wil,Zuzwil (SG),8,64,2,375,4,5,0,0,0,145
St. Gallen,Wahlkreis Wil,Wil (SG),399,496,11,3031,79,9,8,5,2,2971
Thurgau,Bezirk Arbon,Arbon,259,268,6,3034,69,9,1,0,0,1244
Thurgau,Bezirk Arbon,Dozwil,1,4,0,98,0,0,0,0,0,3
Thurgau,Bezirk Arbon,Egnach,12,26,1,475,8,3,0,2,0,110
Thurgau,Bezirk Arbon,Hefenhofen,8,4,0,153,0,0,0,0,0,18
Thurgau,Bezirk Arbon,Horn,3,11,0,481,8,0,0,0,0,28
Thurgau,Bezirk Arbon,Kesswil,0,3,0,154,5,1,0,0,0,12
Thurgau,Bezirk Arbon,Roggwil (TG),11,11,6,280,2,2,0,1,0,22
Thurgau,Bezirk Arbon,Romanshorn,72,182,0,1999,33,2,1,2,0,1277
Thurgau,Bezirk Arbon,Salmsach,4,23,3,252,2,0,0,0,0,148
Thurgau,Bezirk Arbon,Sommeri,0,3,0,88,0,0,0,0,0,10
Thurgau,Bezirk Arbon,Uttwil,1,8,1,301,3,1,0,1,0,31
Thurgau,Bezirk Arbon,Amriswil,72,214,2,2407,42,5,0,0,3,1747
Thurgau,Bezirk Frauenfeld,Basadingen-Schlattingen,2,6,0,182,1,0,0,0,0,85
Thurgau,Bezirk Frauenfeld,Diessenhofen,6,32,1,1116,6,4,0,0,0,289
Thurgau,Bezirk Frauenfeld,Schlatt (TG),6,8,1,200,3,1,0,0,0,14
Thurgau,Bezirk Frauenfeld,Felben-Wellhausen,8,12,1,493,8,0,1,0,0,78
Thurgau,Bezirk Frauenfeld,Frauenfeld,140,482,5,4264,134,12,1,1,1,1254
Thurgau,Bezirk Frauenfeld,Gachnang,19,34,5,529,11,4,0,2,0,63
Thurgau,Bezirk Frauenfeld,HÃ¯Â¿Â½ttlingen,0,5,0,61,0,0,3,0,0,16
Thurgau,Bezirk Frauenfeld,Matzingen,9,14,0,610,13,1,0,0,0,154
Thurgau,Bezirk Frauenfeld,Neunforn,8,2,1,57,2,0,0,0,0,4
Thurgau,Bezirk Frauenfeld,Stettfurt,0,1,0,94,1,0,0,0,0,2
Thurgau,Bezirk Frauenfeld,Thundorf,4,5,0,98,2,1,0,0,0,5
Thurgau,Bezirk Frauenfeld,Uesslingen-Buch,0,4,0,83,0,0,0,0,4,11
Thurgau,Bezirk Frauenfeld,Warth-Weiningen,3,6,0,128,0,3,0,0,0,17
Thurgau,Bezirk Frauenfeld,Berlingen,2,4,1,208,0,3,0,0,0,4
Thurgau,Bezirk Frauenfeld,Eschenz,5,2,1,308,1,0,0,1,0,44
Thurgau,Bezirk Frauenfeld,Herdern,1,4,0,105,0,0,0,1,0,8
Thurgau,Bezirk Frauenfeld,Homburg,1,1,0,122,1,1,0,1,0,1
Thurgau,Bezirk Frauenfeld,HÃ¯Â¿Â½ttwilen,1,5,0,170,4,0,0,0,0,16
Thurgau,Bezirk Frauenfeld,Mammern,1,8,0,155,2,0,0,0,0,14
Thurgau,Bezirk Frauenfeld,MÃ¯Â¿Â½llheim,6,14,1,395,7,4,0,0,0,102
Thurgau,Bezirk Frauenfeld,Pfyn,3,11,2,228,7,0,0,1,0,50
Thurgau,Bezirk Frauenfeld,Steckborn,21,42,3,832,12,3,0,1,0,102
Thurgau,Bezirk Frauenfeld,Wagenhausen,10,16,0,276,2,2,0,0,0,69
Thurgau,Bezirk Kreuzlingen,Altnau,1,23,0,434,2,3,0,1,0,25
Thurgau,Bezirk Kreuzlingen,Bottighofen,4,13,1,720,4,0,0,0,0,35
Thurgau,Bezirk Kreuzlingen,Ermatingen,7,16,0,1031,13,2,0,1,0,56
Thurgau,Bezirk Kreuzlingen,Gottlieben,1,3,0,132,0,0,0,0,0,0
Thurgau,Bezirk Kreuzlingen,GÃ¯Â¿Â½ttingen,1,9,1,305,1,0,0,0,0,31
Thurgau,Bezirk Kreuzlingen,Kemmental,9,8,0,402,3,1,0,0,0,71
Thurgau,Bezirk Kreuzlingen,Kreuzlingen,76,228,7,9272,81,31,0,2,0,2464
Thurgau,Bezirk Kreuzlingen,Langrickenbach,0,6,1,207,1,1,0,0,0,1
Thurgau,Bezirk Kreuzlingen,Lengwil,0,18,0,414,3,0,0,1,0,49
Thurgau,Bezirk Kreuzlingen,MÃ¯Â¿Â½nsterlingen,8,52,1,1066,9,6,1,1,0,153
Thurgau,Bezirk Kreuzlingen,TÃ¯Â¿Â½gerwilen,9,22,3,1536,13,3,0,1,0,172
Thurgau,Bezirk Kreuzlingen,WÃ¯Â¿Â½ldi,2,2,2,184,0,1,0,0,0,7
Thurgau,Bezirk Kreuzlingen,Raperswilen,0,0,0,43,1,0,0,0,0,0
Thurgau,Bezirk Kreuzlingen,Salenstein,2,9,0,357,4,5,0,0,0,9
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Aadorf,19,46,2,932,18,8,0,0,0,408
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Bettwiesen,5,10,0,198,0,1,0,0,0,67
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Bichelsee-Balterswil,2,13,0,238,4,0,0,0,0,64
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Braunau,0,2,0,64,2,0,0,0,0,8
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Eschlikon,7,34,0,463,15,1,0,0,0,130
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Fischingen,4,18,0,187,1,1,0,0,0,23
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Lommis,1,7,0,116,1,0,0,0,0,26
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,MÃ¯Â¿Â½nchwilen (TG),12,38,0,806,20,2,0,0,0,316
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Rickenbach (TG),11,27,0,529,14,4,0,0,0,459
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Sirnach,53,57,1,1113,22,7,0,0,1,654
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Tobel-TÃ¯Â¿Â½gerschen,1,11,0,184,2,0,0,1,0,68
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,WÃ¯Â¿Â½ngi,7,28,1,479,11,6,0,0,0,187
Thurgau,Bezirk MÃ¯Â¿Â½nchwilen,Wilen (TG),3,20,0,256,3,3,0,1,0,42
Thurgau,Bezirk Weinfelden,Bischofszell,37,54,0,930,10,1,1,1,0,553
Thurgau,Bezirk Weinfelden,Erlen,14,38,3,620,7,1,0,0,0,337
Thurgau,Bezirk Weinfelden,Hauptwil-Gottshaus,2,15,3,158,6,0,1,0,0,10
Thurgau,Bezirk Weinfelden,Hohentannen,0,0,0,29,3,0,0,0,0,11
Thurgau,Bezirk Weinfelden,Kradolf-SchÃ¯Â¿Â½nenberg,5,19,0,542,6,0,0,1,0,325
Thurgau,Bezirk Weinfelden,Sulgen,26,48,0,520,10,1,2,0,0,445
Thurgau,Bezirk Weinfelden,Zihlschlacht-Sitterdorf,3,13,0,261,5,0,0,0,0,55
Thurgau,Bezirk Weinfelden,Affeltrangen,0,3,1,335,4,0,0,0,0,75
Thurgau,Bezirk Weinfelden,SchÃ¯Â¿Â½nholzerswilen,0,0,0,63,0,0,0,0,0,0
Thurgau,Bezirk Weinfelden,Wuppenau,0,3,0,71,0,1,0,0,0,3
Thurgau,Bezirk Weinfelden,Amlikon-Bissegg,4,6,0,125,0,0,0,0,0,10
Thurgau,Bezirk Weinfelden,Berg (TG),5,21,1,373,12,1,0,0,0,80
Thurgau,Bezirk Weinfelden,Birwinken,1,3,0,137,1,1,0,0,0,26
Thurgau,Bezirk Weinfelden,BÃ¯Â¿Â½rglen (TG),8,40,2,701,12,1,3,0,0,425
Thurgau,Bezirk Weinfelden,Bussnang,3,21,0,312,3,0,0,0,0,29
Thurgau,Bezirk Weinfelden,MÃ¯Â¿Â½rstetten,8,22,1,321,6,1,0,0,0,77
Thurgau,Bezirk Weinfelden,Weinfelden,113,160,5,1709,40,7,0,1,0,669
Thurgau,Bezirk Weinfelden,Wigoltingen,2,20,0,348,5,0,0,0,0,34
Ticino,Distretto di Bellinzona,Arbedo-Castione,21,55,0,1142,33,1,0,0,0,142
Ticino,Distretto di Bellinzona,Bellinzona,300,347,1,8874,329,24,9,1,7,1125
Ticino,Distretto di Bellinzona,Cadenazzo,33,29,0,922,27,0,0,1,0,196
Ticino,Distretto di Bellinzona,Isone,0,0,0,34,3,0,0,0,0,1
Ticino,Distretto di Bellinzona,Lumino,12,6,0,232,13,0,0,0,0,26
Ticino,Distretto di Bellinzona,Sant'Antonino,22,26,0,541,18,0,0,1,0,30
Ticino,Distretto di Blenio,Acquarossa,0,4,0,197,4,0,0,0,0,14
Ticino,Distretto di Blenio,Blenio,0,1,0,119,5,0,0,0,0,2
Ticino,Distretto di Blenio,Serravalle,0,3,0,161,9,1,0,0,0,10
Ticino,Distretto di Leventina,Airolo,5,3,1,307,9,0,0,0,0,29
Ticino,Distretto di Leventina,Bedretto,0,0,0,13,0,0,0,0,0,0
Ticino,Distretto di Leventina,Bodio,33,15,0,331,9,1,0,0,0,81
Ticino,Distretto di Leventina,Dalpe,0,1,0,12,1,0,0,0,0,0
Ticino,Distretto di Leventina,Faido,2,9,0,419,9,1,0,0,0,147
Ticino,Distretto di Leventina,Giornico,25,9,0,185,10,0,0,0,0,10
Ticino,Distretto di Leventina,Personico,0,0,0,57,0,0,0,0,0,2
Ticino,Distretto di Leventina,Pollegio,10,2,0,275,10,0,0,0,0,9
Ticino,Distretto di Leventina,Prato (Leventina),2,0,0,69,3,0,0,0,0,15
Ticino,Distretto di Leventina,Quinto,8,1,0,205,3,0,10,0,0,16
Ticino,Distretto di Locarno,Ascona,13,21,0,1404,17,11,0,0,0,64
Ticino,Distretto di Locarno,Brione sopra Minusio,0,2,0,90,3,1,0,1,0,8
Ticino,Distretto di Locarno,Brissago,2,10,0,338,4,2,0,2,0,11
Ticino,Distretto di Locarno,Gordola,3,3,0,787,45,2,0,0,0,42
Ticino,Distretto di Locarno,Lavertezzo,56,12,0,176,10,0,0,0,0,27
Ticino,Distretto di Locarno,Locarno,96,112,3,4366,184,8,5,2,1,626
Ticino,Distretto di Locarno,Losone,19,21,0,1358,36,1,1,0,0,79
Ticino,Distretto di Locarno,Mergoscia,0,1,0,18,0,0,0,0,0,0
Ticino,Distretto di Locarno,Minusio,19,30,0,1532,63,8,0,4,0,122
Ticino,Distretto di Locarno,Muralto,20,25,0,594,31,2,0,0,1,98
Ticino,Distretto di Locarno,Orselina,1,3,0,124,0,0,0,0,0,11
Ticino,Distretto di Locarno,Ronco sopra Ascona,2,2,1,121,7,0,0,0,0,6
Ticino,Distretto di Locarno,Tenero-Contra,22,45,0,617,31,3,6,0,0,76
Ticino,Distretto di Locarno,Onsernone,0,1,0,43,3,0,0,0,0,1
Ticino,Distretto di Locarno,Cugnasco-Gerra,6,3,0,335,9,0,0,1,0,27
Ticino,Distretto di Locarno,Terre di Pedemonte,2,7,2,264,8,4,0,0,0,10
Ticino,Distretto di Locarno,Centovalli,1,0,0,104,4,0,0,0,0,2
Ticino,Distretto di Locarno,Gambarogno,11,14,1,991,33,3,0,0,0,53
Ticino,Distretto di Locarno,Verzasca,1,0,0,46,2,0,0,0,0,2
Ticino,Distretto di Lugano,Agno,15,24,0,1254,47,2,0,0,0,108
Ticino,Distretto di Lugano,Aranno,0,1,0,41,0,0,0,0,0,0
Ticino,Distretto di Lugano,Arogno,3,1,0,103,2,0,0,0,0,7
Ticino,Distretto di Lugano,Astano,3,1,0,36,0,1,0,0,0,2
Ticino,Distretto di Lugano,Bedano,1,5,0,222,3,0,0,1,0,6
Ticino,Distretto di Lugano,Bedigliora,2,4,0,59,3,0,0,0,0,1
Ticino,Distretto di Lugano,Bioggio,13,7,0,468,22,2,0,0,0,28
Ticino,Distretto di Lugano,Bissone,5,6,0,322,9,8,0,0,0,26
Ticino,Distretto di Lugano,Brusino Arsizio,1,0,0,94,1,4,0,1,0,4
Ticino,Distretto di Lugano,Cademario,1,2,0,121,3,2,0,0,0,8
Ticino,Distretto di Lugano,Cadempino,7,3,1,403,6,4,0,0,0,28
Ticino,Distretto di Lugano,Canobbio,14,19,0,532,19,4,0,4,0,35
Ticino,Distretto di Lugano,Caslano,15,80,1,1065,37,10,0,4,0,78
Ticino,Distretto di Lugano,Comano,0,4,0,216,5,1,0,1,0,12
Ticino,Distretto di Lugano,Cureglia,2,4,0,206,7,4,0,0,0,12
Ticino,Distretto di Lugano,Curio,0,0,0,87,1,0,0,0,0,3
Ticino,Distretto di Lugano,Grancia,1,0,0,122,2,0,0,0,0,9
Ticino,Distretto di Lugano,Gravesano,1,1,0,232,5,6,0,0,0,32
Ticino,Distretto di Lugano,Lamone,4,13,0,541,10,4,0,0,0,54
Ticino,Distretto di Lugano,Lugano,524,1016,15,18902,609,213,14,21,1,2753
Ticino,Distretto di Lugano,Magliaso,8,2,0,332,7,2,0,0,0,13
Ticino,Distretto di Lugano,Manno,7,1,0,240,5,2,0,0,0,5
Ticino,Distretto di Lugano,Massagno,83,132,2,1872,58,17,0,2,4,417
Ticino,Distretto di Lugano,Melide,2,22,0,574,7,5,0,0,0,52
Ticino,Distretto di Lugano,Mezzovico-Vira,1,2,0,173,3,1,0,0,0,10
Ticino,Distretto di Lugano,Miglieglia,1,0,0,40,4,0,0,0,0,2
Ticino,Distretto di Lugano,Morcote,1,3,0,225,7,3,0,0,0,42
Ticino,Distretto di Lugano,Muzzano,8,1,0,146,3,2,0,1,0,28
Ticino,Distretto di Lugano,Neggio,0,1,0,33,4,0,0,1,0,3
Ticino,Distretto di Lugano,Novaggio,1,1,1,81,0,0,0,0,0,2
Ticino,Distretto di Lugano,Origlio,0,1,0,224,7,1,0,0,0,26
Ticino,Distretto di Lugano,Paradiso,95,111,0,1880,39,21,2,2,0,336
Ticino,Distretto di Lugano,Ponte Capriasca,1,6,1,258,4,1,0,0,0,14
Ticino,Distretto di Lugano,Porza,7,9,0,309,3,8,0,4,0,6
Ticino,Distretto di Lugano,Pura,0,2,1,239,9,0,0,0,0,13
Ticino,Distretto di Lugano,Savosa,9,28,0,561,7,5,0,0,0,115
Ticino,Distretto di Lugano,Sorengo,5,40,0,430,14,93,0,0,0,43
Ticino,Distretto di Lugano,Capriasca,8,15,0,665,12,6,0,1,0,42
Ticino,Distretto di Lugano,Torricella-Taverne,8,36,0,721,19,3,1,0,0,61
Ticino,Distretto di Lugano,Vernate,1,0,0,97,3,1,0,0,0,4
Ticino,Distretto di Lugano,Vezia,11,7,0,370,6,5,0,0,0,51
Ticino,Distretto di Lugano,Vico Morcote,0,0,0,150,4,15,0,0,0,17
Ticino,Distretto di Lugano,Collina d'Oro,14,21,4,1157,19,130,0,4,0,159
Ticino,Distretto di Lugano,Alto Malcantone,1,1,0,112,3,0,0,0,0,8
Ticino,Distretto di Lugano,Monteceneri,23,12,0,727,26,3,0,0,0,59
Ticino,Distretto di Lugano,Tresa,4,19,1,700,22,4,0,0,0,23
Ticino,Distretto di Lugano,Val Mara,8,4,1,757,16,2,1,0,0,25
Ticino,Distretto di Mendrisio,Balerna,21,13,0,766,34,1,0,0,0,33
Ticino,Distretto di Mendrisio,Castel San Pietro,1,3,0,255,3,0,0,0,0,3
Ticino,Distretto di Mendrisio,Chiasso,241,223,0,2468,64,4,1,0,0,142
Ticino,Distretto di Mendrisio,Coldrerio,3,19,0,524,18,3,0,0,0,22
Ticino,Distretto di Mendrisio,Mendrisio,59,75,4,2951,52,10,0,2,10,106
Ticino,Distretto di Mendrisio,Morbio Inferiore,36,33,0,959,31,2,0,1,0,49
Ticino,Distretto di Mendrisio,Novazzano,9,48,0,342,9,0,0,0,0,9
Ticino,Distretto di Mendrisio,Riva San Vitale,3,8,0,459,10,0,0,0,0,19
Ticino,Distretto di Mendrisio,Stabio,11,44,0,934,20,0,0,1,0,29
Ticino,Distretto di Mendrisio,Vacallo,27,6,0,927,13,0,1,1,0,25
Ticino,Distretto di Mendrisio,Breggia,0,0,0,199,5,3,0,0,0,2
Ticino,Distretto di Riviera,Biasca,88,38,0,1524,32,1,0,0,0,390
Ticino,Distretto di Riviera,Riviera,8,15,0,1121,20,0,0,0,0,88
Ticino,Distretto di Vallemaggia,Bosco/Gurin,0,1,0,3,0,0,0,0,0,0
Ticino,Distretto di Vallemaggia,Campo (Vallemaggia),1,0,0,8,0,0,0,0,0,0
Ticino,Distretto di Vallemaggia,Cerentino,0,1,0,2,0,0,0,0,0,0
Ticino,Distretto di Vallemaggia,Cevio,1,7,0,165,2,0,0,0,0,4
Ticino,Distretto di Vallemaggia,Linescio,0,0,0,5,0,0,0,0,0,0
Ticino,Distretto di Vallemaggia,Maggia,2,3,2,246,12,1,0,0,0,5
Ticino,Distretto di Vallemaggia,Lavizzara,0,0,0,33,0,0,0,0,0,0
Ticino,Distretto di Vallemaggia,Avegno Gordevio,3,4,0,125,4,0,0,1,0,7
Uri,Kanton Uri,Altdorf (UR),126,229,1,871,23,2,9,0,8,285
Uri,Kanton Uri,Andermatt,7,16,0,290,7,6,0,0,0,32
Uri,Kanton Uri,Attinghausen,5,3,0,106,0,0,0,0,0,5
Uri,Kanton Uri,BÃ¯Â¿Â½rglen (UR),25,32,1,136,1,1,0,0,5,33
Uri,Kanton Uri,Erstfeld,52,90,0,501,17,2,0,0,0,150
Uri,Kanton Uri,FlÃ¯Â¿Â½elen,17,25,0,160,4,0,1,0,1,50
Uri,Kanton Uri,GÃ¯Â¿Â½schenen,1,1,0,76,1,1,0,0,0,2
Uri,Kanton Uri,Gurtnellen,0,2,0,43,1,0,0,0,0,0
Uri,Kanton Uri,Hospental,0,0,0,22,0,0,0,0,0,0
Uri,Kanton Uri,Isenthal,0,0,0,5,0,0,0,0,0,0
Uri,Kanton Uri,Realp,0,0,0,21,0,0,0,0,0,1
Uri,Kanton Uri,Schattdorf,31,34,2,329,8,0,0,0,0,125
Uri,Kanton Uri,Seedorf (UR),3,12,0,118,0,1,0,1,0,8
Uri,Kanton Uri,Seelisberg,2,7,0,89,0,2,0,0,0,8
Uri,Kanton Uri,Silenen,9,17,0,97,1,0,0,0,0,11
Uri,Kanton Uri,Sisikon,3,16,0,68,1,0,0,0,0,4
Uri,Kanton Uri,Spiringen,0,1,0,8,0,0,0,0,0,2
Uri,Kanton Uri,UnterschÃ¯Â¿Â½chen,0,0,0,6,0,0,0,0,0,0
Uri,Kanton Uri,Wassen,1,2,0,78,0,0,0,0,0,2
Valais / Wallis,Bezirk Brig,Brig-Glis,112,318,8,1266,30,12,1,0,0,379
Valais / Wallis,Bezirk Brig,Eggerberg,1,0,0,14,0,0,0,0,0,0
Valais / Wallis,Bezirk Brig,Naters,20,130,1,931,12,4,6,1,0,404
Valais / Wallis,Bezirk Brig,Ried-Brig,0,3,0,154,2,0,0,0,0,21
Valais / Wallis,Bezirk Brig,Simplon,0,0,0,5,0,0,0,0,0,2
Valais / Wallis,Bezirk Brig,Termen,0,2,0,50,1,0,0,0,0,0
Valais / Wallis,Bezirk Brig,Zwischbergen,0,1,0,19,0,0,0,0,0,0
Valais / Wallis,Bezirk Goms,Bellwald,0,0,0,42,0,0,0,1,0,3
Valais / Wallis,Bezirk Goms,Binn,0,0,0,6,0,0,0,0,0,0
Valais / Wallis,Bezirk Goms,Ernen,1,1,0,43,0,0,0,0,0,0
Valais / Wallis,Bezirk Goms,Fiesch,0,4,0,89,0,0,0,0,0,12
Valais / Wallis,Bezirk Goms,Fieschertal,2,0,0,29,0,0,0,0,0,0
Valais / Wallis,Bezirk Goms,Lax,1,2,0,27,0,1,0,0,0,1
Valais / Wallis,Bezirk Goms,Obergoms,0,3,0,63,0,0,0,1,0,3
Valais / Wallis,Bezirk Goms,Goms,1,3,0,121,0,0,0,0,0,2
Valais / Wallis,Bezirk Leuk,Agarn,0,2,0,49,0,0,0,0,0,22
Valais / Wallis,Bezirk Leuk,Albinen,0,1,0,25,0,0,0,0,0,0
Valais / Wallis,Bezirk Leuk,Ergisch,0,0,0,5,0,0,0,0,0,0
Valais / Wallis,Bezirk Leuk,Inden,0,1,0,28,1,0,0,0,0,1
Valais / Wallis,Bezirk Leuk,Leuk,6,33,4,326,9,0,0,1,0,130
Valais / Wallis,Bezirk Leuk,Leukerbad,3,11,0,391,1,3,0,0,0,24
Valais / Wallis,Bezirk Leuk,Oberems,0,0,0,0,0,0,0,0,0,0
Valais / Wallis,Bezirk Leuk,Salgesch,8,5,0,148,6,0,0,0,0,48
Valais / Wallis,Bezirk Leuk,Varen,0,0,0,37,0,0,0,0,0,12
Valais / Wallis,Bezirk Leuk,Guttet-Feschel,0,0,0,20,0,0,0,0,0,0
Valais / Wallis,Bezirk Leuk,Gampel-Bratsch,7,18,1,162,2,0,0,0,0,54
Valais / Wallis,Bezirk Leuk,Turtmann-Unterems,0,17,0,50,2,0,0,0,0,36
Valais / Wallis,Bezirk Raron,Bister,0,0,0,2,0,0,0,0,0,0
Valais / Wallis,Bezirk Raron,Bitsch,1,3,0,87,1,0,0,0,0,4
Valais / Wallis,Bezirk Raron,Grengiols,0,0,0,18,0,0,0,0,0,1
Valais / Wallis,Bezirk Raron,Riederalp,0,0,0,48,1,1,0,0,0,8
Valais / Wallis,Bezirk Raron,Ausserberg,0,0,1,46,1,0,0,0,0,2
Valais / Wallis,Bezirk Raron,Blatten,0,0,0,11,0,0,0,0,0,1
Valais / Wallis,Bezirk Raron,BÃ¯Â¿Â½rchen,0,1,0,26,0,0,0,0,0,2
Valais / Wallis,Bezirk Raron,Eischoll,0,0,0,19,1,0,0,0,0,0
Valais / Wallis,Bezirk Raron,Ferden,0,0,0,7,0,0,0,0,0,2
Valais / Wallis,Bezirk Raron,Kippel,0,1,0,9,0,0,0,0,0,2
Valais / Wallis,Bezirk Raron,Niedergesteln,0,4,0,41,0,0,0,0,0,6
Valais / Wallis,Bezirk Raron,Raron,3,19,0,175,2,0,0,0,0,43
Valais / Wallis,Bezirk Raron,UnterbÃ¯Â¿Â½ch,1,0,0,21,0,2,0,0,0,0
Valais / Wallis,Bezirk Raron,Wiler (LÃ¯Â¿Â½tschen),0,0,0,25,0,0,0,0,0,0
Valais / Wallis,Bezirk Raron,MÃ¯Â¿Â½rel-Filet,3,2,0,70,0,0,0,0,0,7
Valais / Wallis,Bezirk Raron,Steg-Hohtenn,14,36,0,115,2,1,0,0,0,52
Valais / Wallis,Bezirk Raron,Bettmeralp,1,1,0,50,0,0,0,0,0,5
Valais / Wallis,Bezirk Visp,Baltschieder,0,10,0,88,1,0,0,0,0,13
Valais / Wallis,Bezirk Visp,Eisten,0,0,0,4,0,0,0,0,0,0
Valais / Wallis,Bezirk Visp,Embd,0,0,0,17,0,0,0,0,0,0
Valais / Wallis,Bezirk Visp,GrÃ¯Â¿Â½chen,1,3,0,100,5,0,0,0,0,4
Valais / Wallis,Bezirk Visp,Lalden,0,2,0,47,0,0,0,0,0,27
Valais / Wallis,Bezirk Visp,Randa,0,0,0,116,1,0,0,0,0,10
Valais / Wallis,Bezirk Visp,Saas-Almagell,0,0,0,40,0,0,0,0,0,1
Valais / Wallis,Bezirk Visp,Saas-Balen,0,0,0,17,0,1,0,0,0,5
Valais / Wallis,Bezirk Visp,Saas-Fee,4,2,0,363,2,3,0,1,0,74
Valais / Wallis,Bezirk Visp,Saas-Grund,0,1,0,85,0,0,0,0,0,23
Valais / Wallis,Bezirk Visp,St. Niklaus,0,12,0,194,2,0,0,1,0,21
Valais / Wallis,Bezirk Visp,Stalden (VS),0,3,0,91,0,0,0,0,0,1
Valais / Wallis,Bezirk Visp,Staldenried,0,1,0,11,0,0,0,0,0,1
Valais / Wallis,Bezirk Visp,TÃ¯Â¿Â½sch,1,11,0,696,2,0,0,0,0,35
Valais / Wallis,Bezirk Visp,TÃ¯Â¿Â½rbel,0,2,0,13,0,0,0,0,0,1
Valais / Wallis,Bezirk Visp,Visp,94,164,1,1081,12,12,1,0,0,518
Valais / Wallis,Bezirk Visp,Visperterminen,0,5,1,56,0,1,0,0,0,3
Valais / Wallis,Bezirk Visp,Zeneggen,0,0,0,24,1,0,0,1,0,0
Valais / Wallis,Bezirk Visp,Zermatt,4,44,12,2057,13,17,0,4,0,221
Valais / Wallis,District d'Entremont,Bourg-Saint-Pierre,0,0,0,18,1,0,0,0,0,0
Valais / Wallis,District d'Entremont,Liddes,0,0,0,47,0,1,0,0,0,1
Valais / Wallis,District d'Entremont,OrsiÃ¯Â¿Â½res,9,1,0,411,5,8,0,0,0,8
Valais / Wallis,District d'Entremont,Sembrancher,4,1,0,171,1,1,0,0,0,9
Valais / Wallis,District d'Entremont,Val de Bagnes,11,19,25,2125,18,30,0,11,0,570
Valais / Wallis,District d'HÃ¯Â¿Â½rens,Ayent,7,6,0,452,3,3,0,1,0,40
Valais / Wallis,District d'HÃ¯Â¿Â½rens,EvolÃ¯Â¿Â½ne,1,1,0,150,1,1,0,0,0,10
Valais / Wallis,District d'HÃ¯Â¿Â½rens,HÃ¯Â¿Â½rÃ¯Â¿Â½mence,1,1,1,60,1,3,0,0,0,13
Valais / Wallis,District d'HÃ¯Â¿Â½rens,Saint-Martin (VS),0,1,0,46,1,1,0,0,0,0
Valais / Wallis,District d'HÃ¯Â¿Â½rens,Vex,1,0,0,196,2,3,0,0,0,13
Valais / Wallis,District d'HÃ¯Â¿Â½rens,Mont-Noble,3,19,0,87,0,2,0,0,0,13
