anr;datum;titel_kurz_d;titel_kurz_f;titel_kurz_e;titel_off_d;titel_off_f;stichwort;swissvoteslink;anzahl;rechtsform;init_formul;kurzbetitel;anneepolitique;bkchrono-de;bkchrono-fr;d1e1;d1e2;d1e3;d2e1;d2e2;d2e3;d3e1;d3e2;d3e3;dep;br-pos;legislatur;legisjahr;gesch_nr;entwurf_nr;curiavista-de;curiavista-fr;pa-iv;bv-pos;nr-pos;nrja;nrnein;sr-pos;srja;srnein;dat-preexam;dat-start;dat-limit;sammelfrist;unter-quorum;dat-submit;dat-success;dat-message;dat-parl;dat-force;dauer_bv;dauer_abst;i-dauer_tot;i-dauer_samm;i-dauer_br;fr-dauer_samm;fr-dauer_tot;unter_g;unter_u;sammeltempo;sparedays;urheber;urheber-fr;info_br-de;info_br-fr;info_br-en;info_dep-de;info_dep-fr;info_dep-en;info_amt-de;info_amt-fr;info_amt-en;easyvideo_de;easyvideo_fr;web-yes-1-de;web-yes-1-fr;web-yes-2-de;web-yes-2-fr;web-yes-3-de;web-yes-3-fr;web-no-1-de;web-no-1-fr;web-no-2-de;web-no-2-fr;web-no-3-de;web-no-3-fr;p-fdp;p-sps;p-svp;p-mitte;p-evp;p-gps;p-glp;p-pda;p-sd;p-edu;p-fps;p-lega;p-kvp;p-mcg;p-ucsp;p-cvp;p-bdp;p-lps;p-ldu;p-poch;p-rep;p-eco;p-sgv;p-sbv;p-sgb;p-travs;p-sav;p-vsa;p-vpod;p-voev;p-tcs;p-vcs;p-acs;p-sbk;p-ssv;p-gem;p-kdk;p-kkjpd;p-gdk;p-ldk;p-vdk;p-sodk;p-endk;p-fdk;p-edk;p-bpuk;p-others_yes;p-others_yes-fr;p-others_no;p-others_no-fr;p-others_free;p-others_free-fr;p-others_counterp;p-others_counterp-fr;p-others_init;p-others_init-fr;pdev-bdp_AG;pdev-bdp_AI;pdev-bdp_AR;pdev-bdp_BE;pdev-bdp_BL;pdev-bdp_BS;pdev-bdp_FR;pdev-bdp_GE;pdev-bdp_GL;pdev-bdp_GR;pdev-bdp_JU;pdev-bdp_LU;pdev-bdp_NE;pdev-bdp_NW;pdev-bdp_OW;pdev-bdp_SG;pdev-bdp_SH;pdev-bdp_SO;pdev-bdp_SZ;pdev-bdp_TG;pdev-bdp_TI;pdev-bdp_UR;pdev-bdp_VD;pdev-bdp_VS;pdev-bdp_VSr;pdev-bdp_VSo;pdev-bdp_ZG;pdev-bdp_ZH;pdev-jbdp_CH;pdev-cvp_frauen;pdev-cvp_AG;pdev-cvp_AI;pdev-cvp_AR;pdev-cvp_BE;pdev-cvp_BL;pdev-cvp_BS;pdev-cvp_FR;pdev-cvp_GE;pdev-cvp_GL;pdev-cvp_GR;pdev-cvp_JU;pdev-cvp_LU;pdev-cvp_NE;pdev-cvp_NW;pdev-cvp_OW;pdev-cvp_SG;pdev-cvp_SH;pdev-cvp_SO;pdev-cvp_SZ;pdev-cvp_TG;pdev-cvp_TI;pdev-cvp_UR;pdev-cvp_VD;pdev-cvp_VS;pdev-cvp_VSr;pdev-cvp_VSo;pdev-cvp_ZG;pdev-cvp_ZH;pdev-jcvp_CH;pdev-jcvp_AG;pdev-jcvp_BE;pdev-jcvp_GR;pdev-jcvp_LU;pdev-jcvp_SO;pdev-jcvp_ZH;pdev-fdp_Frauen;pdev-fdp_AG;pdev-fdp_AI;pdev-fdp_AR;pdev-fdp_BE;pdev-fdp_BL;pdev-fdp_BS;pdev-fdp_FR;pdev-fdp_GE;pdev-fdp_GL;pdev-fdp_GR;pdev-fdp_JU;pdev-fdp_LU;pdev-fdp_NE;pdev-fdp_NW;pdev-fdp_OW;pdev-fdp_SG;pdev-fdp_SH;pdev-fdp_SO;pdev-fdp_SZ;pdev-fdp_TG;pdev-fdp_TI;pdev-fdp_UR;pdev-fdp_VD;pdev-fdp_VS;pdev-fdp_VSr;pdev-fdp_Vso;pdev-fdp_ZG;pdev-fdp_ZH;pdev-jfdp_CH;pdev-jfdp_AG;pdev-jfdp_BL;pdev-jfdp_FR;pdev-jfdp_GR;pdev-jfdp_JU;pdev-jfdp_LU;pdev-jfdp_SH;pdev-jfdp_TI;pdev-jfdp_VD;pdev-jfdp_ZH;pdev-glp_AG;pdev-glp_AI;pdev-glp_AR;pdev-glp_BE;pdev-glp_BL;pdev-glp_BS;pdev-glp_FR;pdev-glp_GE;pdev-glp_GL;pdev-glp_GR;pdev-glp_JU;pdev-glp_LU;pdev-glp_NE;pdev-glp_NW;pdev-glp_OW;pdev-glp_SG;pdev-glp_SH;pdev-glp_SO;pdev-glp_SZ;pdev-glp_TG;pdev-glp_TI;pdev-glp_UR;pdev-glp_VD;pdev-glp_VS;pdev-glp_VSr;pdev-glp_VSo;pdev-glp_ZG;pdev-glp_ZH;pdev-jglp_CH;pdev-gps_AG;pdev-gps_AI;pdev-gps_AR;pdev-gps_BE;pdev-gps_BL;pdev-gps_BS;pdev-gps_FR;pdev-gps_GE;pdev-gps_GL;pdev-gps_GR;pdev-gps_JU;pdev-gps_LU;pdev-gps_NE;pdev-gps_NW;pdev-gps_OW;pdev-gps_SG;pdev-gps_SH;pdev-gps_SO;pdev-gps_SZ;pdev-gps_TG;pdev-gps_TI;pdev-gps_UR;pdev-gps_VD;pdev-gps_VS;pdev-gps_VSr;pdev-gps_VSo;pdev-gps_ZG;pdev-gps_ZH;pdev-jgps_CH;pdev-mitte_frauen;pdev-mitte_AG;pdev-mitte_AI;pdev-mitte_AR;pdev-mitte_BE;pdev-mitte_BL;pdev-mitte_BS;pdev-mitte_FR;pdev-mitte_GE;pdev-mitte_GL;pdev-mitte_GR;pdev-mitte_JU;pdev-mitte_LU;pdev-mitte_NE;pdev-mitte_NW;pdev-mitte_OW;pdev-mitte_SG;pdev-mitte_SH;pdev-mitte_SO;pdev-mitte_SZ;pdev-mitte_TG;pdev-mitte_TI;pdev-mitte_UR;pdev-mitte_VD;pdev-mitte_VS;pdev-mitte_VSr;pdev-mitte_VSo;pdev-mitte_ZG;pdev-mitte_ZH;pdev-jmitte_CH;pdev-jmitte_AG;pdev-jmitte_AI;pdev-jmitte_AR;pdev-jmitte_BE;pdev-jmitte_BL;pdev-jmitte_BS;pdev-jmitte_FR;pdev-jmitte_GE;pdev-jmitte_GL;pdev-jmitte_GR;pdev-jmitte_JU;pdev-jmitte_LU;pdev-jmitte_NE;pdev-jmitte_NW;pdev-jmitte_OW;pdev-jmitte_SG;pdev-jmitte_SH;pdev-jmitte_SO;pdev-jmitte_SZ;pdev-jmitte_TG;pdev-jmitte_TI;pdev-jmitte_UR;pdev-jmitte_VD;pdev-jmitte_VS;pdev-jmitte_VSr;pdev-jmitte_VSo;pdev-jmitte_ZG;pdev-jmitte_ZH;pdev-sps_AG;pdev-sps_AI;pdev-sps_AR;pdev-sps_BE;pdev-sps_BL;pdev-sps_BS;pdev-sps_FR;pdev-sps_GE;pdev-sps_GL;pdev-sps_GR;pdev-sps_JU;pdev-sps_LU;pdev-sps_NE;pdev-sps_NW;pdev-sps_OW;pdev-sps_SG;pdev-sps_SH;pdev-sps_SO;pdev-sps_SZ;pdev-sps_TG;pdev-sps_TI;pdev-sps_UR;pdev-sps_VD;pdev-sps_VS;pdev-sps_VSr;pdev-sps_VSo;pdev-sps_ZG;pdev-sps_ZH;pdev-juso_CH;pdev-juso_BE;pdev-juso_GE;pdev-juso_JU;pdev-juso_TI;pdev-juso_VS;pdev-juso_ZH;pdev-svp_AG;pdev-svp_AI;pdev-svp_AR;pdev-svp_BE;pdev-svp_BL;pdev-svp_BS;pdev-svp_FR;pdev-svp_GE;pdev-svp_GL;pdev-svp_GR;pdev-svp_JU;pdev-svp_LU;pdev-svp_NE;pdev-svp_NW;pdev-svp_OW;pdev-svp_SG;pdev-svp_SH;pdev-svp_SO;pdev-svp_SZ;pdev-svp_TG;pdev-svp_TI;pdev-svp_UR;pdev-svp_VD;pdev-svp_VS;pdev-svp_VSr;pdev-svp_VSo;pdev-svp_ZG;pdev-svp_ZH;pdev-jsvp_CH;pdev-jsvp_AG;pdev-jsvp_BE;pdev-jsvp_GE;pdev-jsvp_SH;pdev-jsvp_UR;pdev-jsvp_ZH;pdev-csp_FR;pdev-csp_GR;pdev-csp_JU;pdev-csp_LU;pdev-csp_OW;pdev-csp_SG;pdev-csp_VS;pdev-csp_VSr;pdev-csp_VSo;pdev-csp_ZH;pdev-edu_AG;pdev-edu_AI;pdev-edu_AR;pdev-edu_BE;pdev-edu_BL;pdev-edu_BS;pdev-edu_FR;pdev-edu_GE;pdev-edu_GL;pdev-edu_GR;pdev-edu_JU;pdev-edu_LU;pdev-edu_NE;pdev-edu_NW;pdev-edu_OW;pdev-edu_SG;pdev-edu_SH;pdev-edu_SO;pdev-edu_SZ;pdev-edu_TG;pdev-edu_TI;pdev-edu_UR;pdev-edu_VD;pdev-edu_VS;pdev-edu_VSr;pdev-edu_VSo;pdev-edu_ZG;pdev-edu_ZH;pdev-evp_AG;pdev-evp_AI;pdev-evp_AR;pdev-evp_BE;pdev-evp_BL;pdev-evp_BS;pdev-evp_FR;pdev-evp_GE;pdev-evp_GL;pdev-evp_GR;pdev-evp_JU;pdev-evp_LU;pdev-evp_NE;pdev-evp_NW;pdev-evp_OW;pdev-evp_SG;pdev-evp_SH;pdev-evp_SO;pdev-evp_SZ;pdev-evp_TG;pdev-evp_TI;pdev-evp_UR;pdev-evp_VD;pdev-evp_VS;pdev-evp_ZG;pdev-evp_ZH;pdev-jevp_CH;pdev-fps_AG;pdev-fps_AI;pdev-fps_BE;pdev-fps_BL;pdev-fps_BS;pdev-fps_SG;pdev-fps_SH;pdev-fps_SO;pdev-fps_TG;pdev-fps_ZH;pdev-kvp_SG;pdev-lps_BE;pdev-lps_BL;pdev-lps_BS;pdev-lps_FR;pdev-lps_GE;pdev-lps_JU;pdev-lps_NE;pdev-lps_SG;pdev-lps_TI;pdev-lps_VD;pdev-lps_VS;pdev-lps_ZH;pdev-jlps_CH;pdev-jlps_SO;pdev-jlps_TI;pdev-ldu_AG;pdev-ldu_AR;pdev-ldu_BE;pdev-ldu_BL;pdev-ldu_BS;pdev-ldu_GR;pdev-ldu_LU;pdev-ldu_NE;pdev-ldu_SG;pdev-ldu_SH;pdev-ldu_SO;pdev-ldu_TG;pdev-ldu_VD;pdev-ldu_ZG;pdev-ldu_ZH;pdev-jldu_CH;pdev-poch_SO;pdev-poch_ZH;pdev-pda_BE;pdev-pda_BL;pdev-pda_BS;pdev-pda_GE;pdev-pda_JU;pdev-pda_NE;pdev-pda_SG;pdev-pda_TI;pdev-pda_VD;pdev-pda_ZH;pdev-jpda_CH;pdev-rep_AG;pdev-rep_GE;pdev-rep_NE;pdev-rep_TG;pdev-rep_VD;pdev-rep_ZH;pdev-sd_AG;pdev-sd_BE;pdev-sd_BL;pdev-sd_BS;pdev-sd_FR;pdev-sd_GE;pdev-sd_GR;pdev-sd_LU;pdev-sd_NE;pdev-sd_SG;pdev-sd_SO;pdev-sd_TG;pdev-sd_TI;pdev-sd_VD;pdev-sd_ZH;pdev-jsd_CH;pdev-sgb_AG;pdev-sgb_JU;pdev-sgb_VS;pdev-sgv_AG;pdev-sgv_BS;pdev-sgv_SH;pdev-vpod_GE;pdev-vpod_VD;nr-wahl;w-fdp;w-sp;w-svp;w-mitte;w-evp;w-gps;w-glp;w-csp;w-pda;w-sd;w-edu;w-fps;w-lega;w-kvp;w-mcg;w-cvp;w-bdp;w-lps;w-ldu;w-poch;w-rep;w-ubrige;ja-lager;nein-lager;keinepar-summe;leer-summe;freigabe-summe;unbekannt-summe;neutral-summe;poster_ja_mfg;poster_nein_mfg;poster_ja_sa;poster_nein_sa;poster_ja_bs;poster_nein_bs;inserate-total;inserate-je-ausgabe;inserate-ja;inserate-nein;inserate-neutral;inserate-jaanteil;mediares-tot;mediares-d;mediares-f;mediaton-tot;mediaton-d;mediaton-f;finanz-link-de;finanz-link-fr;finanz-ja-tot;finanz-ja-gr-de;finanz-ja-gr-fr;finanz-nein-tot;finanz-nein-gr-de;finanz-nein-gr-fr;volk;stand;annahme;berecht;stimmen;bet;leer;ungultig;gultig;volkja;volknein;volkja-proz;kt-ja;kt-nein;ktjaproz;zh-berecht;zh-stimmen;zh-bet;zh-gultig;zh-ja;zh-nein;zh-japroz;zh-annahme;be-berecht;be-stimmen;be-bet;be-gultig;be-ja;be-nein;be-japroz;be-annahme;lu-berecht;lu-stimmen;lu-bet;lu-gultig;lu-ja;lu-nein;lu-japroz;lu-annahme;ur-berecht;ur-stimmen;ur-bet;ur-gultig;ur-ja;ur-nein;ur-japroz;ur-annahme;sz-berecht;sz-stimmen;sz-bet;sz-gultig;sz-ja;sz-nein;sz-japroz;sz-annahme;ow-berecht;ow-stimmen;ow-bet;ow-gultig;ow-ja;ow-nein;ow-japroz;ow-annahme;nw-berecht;nw-stimmen;nw-bet;nw-gultig;nw-ja;nw-nein;nw-japroz;nw-annahme;gl-berecht;gl-stimmen;gl-bet;gl-gultig;gl-ja;gl-nein;gl-japroz;gl-annahme;zg-berecht;zg-stimmen;zg-bet;zg-gultig;zg-ja;zg-nein;zg-japroz;zg-annahme;fr-berecht;fr-stimmen;fr-bet;fr-gultig;fr-ja;fr-nein;fr-japroz;fr-annahme;so-berecht;so-stimmen;so-bet;so-gultig;so-ja;so-nein;so-japroz;so-annahme;bs-berecht;bs-stimmen;bs-bet;bs-gultig;bs-ja;bs-nein;bs-japroz;bs-annahme;bl-berecht;bl-stimmen;bl-bet;bl-gultig;bl-ja;bl-nein;bl-japroz;bl-annahme;sh-berecht;sh-stimmen;sh-bet;sh-gultig;sh-ja;sh-nein;sh-japroz;sh-annahme;ar-berecht;ar-stimmen;ar-bet;ar-gultig;ar-ja;ar-nein;ar-japroz;ar-annahme;ai-berecht;ai-stimmen;ai-bet;ai-gultig;ai-ja;ai-nein;ai-japroz;ai-annahme;sg-berecht;sg-stimmen;sg-bet;sg-gultig;sg-ja;sg-nein;sg-japroz;sg-annahme;gr-berecht;gr-stimmen;gr-bet;gr-gultig;gr-ja;gr-nein;gr-japroz;gr-annahme;ag-berecht;ag-stimmen;ag-bet;ag-gultig;ag-ja;ag-nein;ag-japroz;ag-annahme;tg-berecht;tg-stimmen;tg-bet;tg-gultig;tg-ja;tg-nein;tg-japroz;tg-annahme;ti-berecht;ti-stimmen;ti-bet;ti-gultig;ti-ja;ti-nein;ti-japroz;ti-annahme;vd-berecht;vd-stimmen;vd-bet;vd-gultig;vd-ja;vd-nein;vd-japroz;vd-annahme;vs-berecht;vs-stimmen;vs-bet;vs-gultig;vs-ja;vs-nein;vs-japroz;vs-annahme;ne-berecht;ne-stimmen;ne-bet;ne-gultig;ne-ja;ne-nein;ne-japroz;ne-annahme;ge-berecht;ge-stimmen;ge-bet;ge-gultig;ge-ja;ge-nein;ge-japroz;ge-annahme;ju-berecht;ju-stimmen;ju-bet;ju-gultig;ju-ja;ju-nein;ju-japroz;ju-annahme;bkresults-de;bkresults-fr;bfsdash-de;bfsdash-fr;bfsdash-en;bfsmap-de;bfsmap-fr;bfsmap-en;nach_cockpit_d;nach_cockpit_f;nach_cockpit_e
193;29.05.1960;Weiterführung befristeter Preiskontrollmassnahmen;Maintien de mesures en matière de contrôle des prix;;Bundesbeschluss über die Weiterführung befristeter Preiskontrollmassnahmen;Arrêté fédéral sur le maintien de mesures temporaires en matière de contrôle des prix;.;https://swissvotes.ch/vote/193.00;1;1;9999;Volk und Stände segnen eine Lockerung der Mietzins- und Preiskontrolle ab;;https://www.bk.admin.ch/ch/d/pore/rf/cr/1960/19600038.html;https://www.bk.admin.ch/ch/f/pore/rf/cr/1960/19600038.html;4;4.1;4.14;9;9.2;9.21;5;5.2;.;6;.;36;1959-1963;7866;;;;0;1;1;110;30;1;25;0;0;0;0;0;0;0;0;25.08.1959;24.03.1960;01.01.1961;212;66;.;.;.;.;.;.;.;0;9999;.;.;;;;;;;;;;.;.;;;;;;;;;;;;;1;1;1;9999;1;9999;9999;.;9999;9999;9999;9999;9999;9999;9999;1;9999;.;1;9999;9999;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1959;23.67;26.38;11.56;.;1.43;.;.;.;2.68;.;.;.;.;.;.;23.32;.;2.33;5.50;.;.;3.12;91.87;0.00;0.00;0.00;0.00;8.13;0.00;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;1;1;1488779;580472;38.99;22033;1015;557424;432219;125205;77.54;22;0;100.00;262732;159626;60.76;154770;127879;26891;82.63;1;255358;66933;26.21;66155;54061;12094;81.72;1;70008;19509;27.87;19284;15812;3472;82.00;1;8743;4152;47.49;3791;2920;871;77.02;1;21294;7828;36.76;7567;5080;2487;67.13;1;6338;1473;23.24;1467;1196;271;81.53;1;5888;2582;43.85;2485;1943;542;78.19;1;10779;4597;42.65;4503;3705;798;82.28;1;13196;2984;22.61;2968;2423;545;81.64;1;45610;9075;19.90;8992;7599;1393;84.51;1;55031;16695;30.34;15828;12632;3196;79.81;1;67579;20120;29.77;19930;16522;3408;82.90;1;39100;10689;27.34;10542;8627;1915;81.83;1;17870;13605;76.13;11935;9745;2190;81.65;1;13489;7913;58.66;7353;5092;2261;69.25;1;3617;1058;29.25;1018;795;223;78.09;1;87289;46167;52.89;43082;32599;10483;75.67;1;37578;15414;41.02;14359;12051;2308;83.93;1;94931;68972;72.65;62887;47257;15630;75.15;1;43409;26241;60.45;24414;18513;5901;75.83;1;51302;9278;18.09;9171;7939;1232;86.57;1;118616;26788;22.58;26627;15479;11148;58.13;1;49476;6749;13.64;6689;5620;1069;84.02;1;41450;12666;30.56;12550;6338;6212;50.50;1;68096;19350;28.42;19049;10391;8658;54.55;1;.;.;.;.;.;.;.;.;https://www.bk.admin.ch/ch/d/pore/va/19600529/det193.html;https://www.bk.admin.ch/ch/f/pore/va/19600529/det193.html;.;.;.;https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2640_de.html;https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2640_fr.html;.;.;.;.
194;04.12.1960;Massnahmen für die Milchwirtschaft;Mesures pour l'économie laitière;;Bundesbeschluss betreffend die Änderung des Bundesbeschlusses über zusätzliche wirtschaftliche und finanzielle Massnahmen auf dem Gebiete der Milchwirtschaft;Arrêté fédéral modifiant celui qui concerne les mesures complémentaires d'ordre économique et financier applicables à l'économie laitière;.;https://swissvotes.ch/vote/194.00;1;2;9999;Gegen die Milchschwemme: Ein erster Schritt in Richtung Kontingentierung;;https://www.bk.admin.ch/ch/d/pore/rf/cr/1960/19600099.html;https://www.bk.admin.ch/ch/f/pore/rf/cr/1960/19600099.html;5;5.2;.;.;.;.;.;.;.;6;1;36;1959-1963;8040;;;;0;1;1;93;9;1;32;0;0;07.07.1960;05.10.1960;90;30’000;.;13.10.1960;07.05.1960;30.06.1960;01.11.1960;54;157;.;.;.;.;211;34852;495;.;.;Umfeld der Migros;Environnement de la Migros;;;;;;;;;;.;.;;;;;;;;;;;;;1;1;1;9999;1;9999;9999;.;9999;9999;9999;9999;9999;9999;9999;1;9999;.;2;9999;9999;.;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;Demokratische Partei, Arbeitsgemeinschaft der Angestellten und Konsumenten, Milchproduzentenverband;Parti démocratique, Communauté de travail des employés et des consommateurs, Fédération des producteurs de lait;Union des producteurs suisses (westschweizerische Bauerngewerkschaft), zentral- und ostschweizerische Bauernorganisationen, Jungbauern;Union des producteurs suisses (syndicat paysan romand), organisations paysannes de Suisse centrale et orientale, jeunes agriculteurs;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1959;23.67;26.38;11.56;.;1.43;.;.;.;2.68;.;.;.;.;.;.;23.32;.;2.33;5.50;.;.;3.12;86.37;5.50;0.00;0.00;0.00;8.13;0.00;.;.;.;.;.;https://www.recherche-plakatsammlungbasel.ch/objects/52245/;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;3;1;1493734;743794;49.79;31199;2471;710124;400104;310020;56.34;15.5;6.5;70.45;264254;160495;60.74;153049;85618;67431;55.94;1;256025;115695;45.19;112875;69009;43866;61.14;1;70216;38004;54.12;36884;13005;23879;35.26;0;8732;5168;59.18;4742;2188;2554;46.14;0;21292;10270;48.23;10036;3120;6916;31.09;0;6299;2551;40.50;2519;722;1797;28.66;0;5945;3318;55.81;3179;980;2199;30.83;0;10767;5761;53.51;5618;3836;1782;68.28;1;13402;4945;36.90;4819;2278;2541;47.27;0;45728;16629;36.37;16505;12785;3720;77.46;1;55146;21986;39.87;20897;13160;7737;62.98;1;67336;14767;21.93;14629;8420;6209;57.56;1;39846;15515;38.94;15135;9223;5912;60.94;1;17843;14630;81.99;12445;7271;5174;58.43;1;13439;8624;64.17;8086;3928;4158;48.58;0;3616;1741;48.15;1692;896;796;52.96;1;87626;53485;61.04;50162;22313;27849;44.48;0;37781;18415;48.74;17339;10503;6836;60.57;1;95232;73917;77.62;68022;36749;31273;54.03;1;43438;30938;71.22;29107;16767;12340;57.60;1;51240;9439;18.42;8336;5222;3114;62.64;1;118982;47929;40.28;46655;29080;17575;62.33;1;49527;32724;66.07;31639;18931;12708;59.83;1;41337;10453;25.29;10287;6862;3425;66.71;1;68755;26437;38.45;25509;17197;8312;67.42;1;.;.;.;.;.;.;.;.;https://www.bk.admin.ch/ch/d/pore/va/19601204/det194.html;https://www.bk.admin.ch/ch/f/pore/va/19601204/det194.html;.;.;.;https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2644_de.html;https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2644_fr.html;.;.;.;.
195;05.03.1961;Artikel betreffend Leitungsanlagen für Treibstoffe;Article sur le transport de carburants par conduites ;;Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 26bis betreffend Rohrleitungsanlagen zur Beförderung flüssiger oder gasförmiger Brenn- oder Treibstoffe;Arrêté fédéral concernant l'insertion dans la constitution d'un article 26bis sur les installations de transport par conduites de combustibles ou de carburants liquides ou gazeux;.;https://swissvotes.ch/vote/195.00;2;1;9999;Der Bund wird für Pipelines zuständig;;https://www.bk.admin.ch/ch/d/pore/rf/cr/1960/19600219.html;https://www.bk.admin.ch/ch/f/pore/rf/cr/1960/19600219.html;7;7.5;.;.;.;.;.;.;.;7;.;36;1959-1963;8064;;;;0;1;1;137;0;1;34;0;0;0;0;0;0;0;0;23.08.1960;14.12.1960;23.06.1961;113;81;.;.;.;.;.;.;.;0;9999;.;.;;;;;;;;;;.;.;;;;;;;;;;;;;1;1;1;9999;.;9999;9999;.;.;9999;9999;9999;9999;9999;9999;1;9999;1;1;9999;9999;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1959;23.67;26.38;11.56;.;1.43;.;.;.;2.68;.;.;.;.;.;.;23.32;.;2.33;5.50;.;.;3.12;92.77;0.00;0.00;0.00;0.00;7.23;0.00;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;1;1;1496380;939939;62.81;35198;2097;902644;644797;257847;71.43;22;0;100.00;264144;186782;70.71;179742;140420;39322;78.12;1;256196;149963;58.53;145178;97669;47509;67.28;1;70251;44559;63.43;42818;28741;14077;67.12;1;8741;5816;66.54;5484;3908;1576;71.26;1;21372;13223;61.87;12579;7902;4677;62.82;1;6270;3545;56.54;3329;2334;995;70.11;1;5960;4152;69.66;4020;2981;1039;74.15;1;10763;7313;67.95;7039;5211;1828;74.03;1;13449;8188;60.88;7888;5502;2386;69.75;1;45976;26296;57.20;25432;17776;7656;69.90;1;55206;35942;65.11;34600;23041;11559;66.59;1;67704;34064;50.31;33141;26163;6978;78.94;1;40145;23862;59.44;23302;16654;6648;71.47;1;17821;15050;84.45;13805;10504;3301;76.09;1;13458;9591;71.27;9148;6282;2866;68.67;1;3810;2031;53.31;1988;1415;573;71.18;1;87431;58361;66.75;56903;41979;14924;73.77;1;38083;23409;61.47;22376;16122;6254;72.05;1;95529;82474;86.33;78991;52550;26441;66.53;1;43285;34088;78.75;32810;23559;9251;71.80;1;51402;27344;53.20;26188;15818;10370;60.40;1;119482;55757;46.67;53168;38971;14197;73.30;1;49746;37973;76.33;34951;21526;13425;61.59;1;41366;22664;54.79;21417;13535;7882;63.20;1;68770;27459;39.93;26314;24227;2087;92.07;1;.;.;.;.;.;.;.;.;https://www.bk.admin.ch/ch/d/pore/va/19610305/det195.html;https://www.bk.admin.ch/ch/f/pore/va/19610305/det195.html;.;.;.;https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2147_de.html;https://www.atlas.bfs.admin.ch/maps/12/map/mapIdOnly/2147_fr.html;.;.;.;.
